gene,patient,treatment,cpm,log10cpm
S100B,P7,Pre,0.243,0.094
S100B,P7,Mid,0,0
S100B,P8,Pre,0,0
S100B,P8,Mid,0,0
S100B,P9,Pre,0.384,0.141
S100B,P9,Mid,0.959,0.292
SAMHD1,P1,Pre,139.201,2.147
SAMHD1,P1,Mid,82.22,1.92
SAMHD1,P2,Pre,133.809,2.13
SAMHD1,P2,Mid,67.046,1.833
SAMHD1,P3,Pre,64.077,1.813
SAMHD1,P3,Mid,98.672,1.999
SAMHD1,P4,Pre,72.673,1.867
SAMHD1,P4,Mid,28.619,1.472
SAMHD1,P5,Pre,42.185,1.635
SAMHD1,P5,Mid,42.034,1.634
SAMHD1,P6,Pre,68.27,1.841
SAMHD1,P6,Mid,59.336,1.781
SAMHD1,P7,Pre,64.165,1.814
SAMHD1,P7,Mid,58.587,1.775
SAMHD1,P8,Pre,61.251,1.794
SAMHD1,P8,Mid,85.329,1.936
SAMHD1,P9,Pre,99.727,2.003
SAMHD1,P9,Mid,141.937,2.155
SAP30,P1,Pre,98.536,1.998
SAP30,P1,Mid,53.332,1.735
SAP30,P2,Pre,89.206,1.955
SAP30,P2,Mid,18.567,1.292
SAP30,P3,Pre,33.41,1.537
SAP30,P3,Mid,16.677,1.247
SAP30,P4,Pre,29.688,1.487
SAP30,P4,Mid,22.359,1.368
SAP30,P5,Pre,33.086,1.533
SAP30,P5,Mid,17.014,1.256
SAP30,P6,Pre,38.195,1.593
SAP30,P6,Mid,12.761,1.139
SAP30,P7,Pre,26.411,1.438
SAP30,P7,Mid,15.172,1.209
SAP30,P8,Pre,50.544,1.712
SAP30,P8,Mid,33.816,1.542
SAP30,P9,Pre,21.096,1.344
SAP30,P9,Mid,43.476,1.648
SAT1,P1,Pre,288.178,2.461
SAT1,P1,Mid,244.438,2.39
SAT1,P2,Pre,288.226,2.461
SAT1,P2,Mid,186.698,2.273
SAT1,P3,Pre,171.787,2.238
SAT1,P3,Mid,257.104,2.412
SAT1,P4,Pre,195.615,2.294
SAT1,P4,Mid,99.273,2.001
SAT1,P5,Pre,202.238,2.308
SAT1,P5,Mid,200.16,2.304
SAT1,P6,Pre,195.789,2.294
SAT1,P6,Mid,130.157,2.118
SAT1,P7,Pre,143.481,2.16
SAT1,P7,Mid,131.645,2.123
SAT1,P8,Pre,221.599,2.348
SAT1,P8,Mid,207.279,2.319
SAT1,P9,Pre,165.317,2.221
SAT1,P9,Mid,116.363,2.07
SATB1,P1,Pre,139.983,2.149
SATB1,P1,Mid,37.777,1.589
SATB1,P2,Pre,162.321,2.213
SATB1,P2,Mid,101.085,2.009
SATB1,P3,Pre,175.527,2.247
SATB1,P3,Mid,61.149,1.793
SATB1,P4,Pre,122.032,2.09
SATB1,P4,Mid,20.57,1.334
SATB1,P5,Pre,71.135,1.858
SATB1,P5,Mid,84.067,1.93
SATB1,P6,Pre,104.962,2.025
SATB1,P6,Mid,79.753,1.907
SATB1,P7,Pre,95.276,1.984
SATB1,P7,Mid,58.587,1.775
SATB1,P8,Pre,123.249,2.094
SATB1,P8,Mid,106.355,2.031
SATB1,P9,Pre,96.659,1.99
SATB1,P9,Mid,89.51,1.957
SCD,P1,Pre,1.173,0.337
SCD,P1,Mid,13.333,1.156
SCD,P2,Pre,1.694,0.43
SCD,P2,Mid,2.063,0.486
SCD,P3,Pre,1.247,0.352
SCD,P3,Mid,0,0
SCD,P4,Pre,0.546,0.189
SCD,P4,Mid,3.577,0.661
SCD,P5,Pre,3.722,0.674
SCD,P5,Mid,5.004,0.778
SCD,P6,Pre,1.203,0.343
SCD,P6,Mid,1.914,0.465
SCD,P7,Pre,1.539,0.405
SCD,P7,Mid,0.233,0.091
SCD,P8,Pre,1.245,0.351
SCD,P8,Mid,1.752,0.44
SCD,P9,Pre,1.918,0.465
SCD,P9,Mid,1.279,0.358
SCGB1B2P,P1,Pre,0,0
SCGB1B2P,P1,Mid,0,0
SCGB1B2P,P2,Pre,0,0
SCGB1B2P,P2,Mid,0,0
SCGB1B2P,P3,Pre,0,0
SCGB1B2P,P3,Mid,0,0
SCGB1B2P,P4,Pre,0,0
SCGB1B2P,P4,Mid,0,0
SCGB1B2P,P5,Pre,0.414,0.15
SCGB1B2P,P5,Mid,0,0
SCGB1B2P,P6,Pre,0,0
SCGB1B2P,P6,Mid,0.638,0.214
SCGB1B2P,P7,Pre,0.081,0.034
SCGB1B2P,P7,Mid,0.233,0.091
SCGB1B2P,P8,Pre,0,0
SCGB1B2P,P8,Mid,0,0
SCGB1B2P,P9,Pre,0,0
SCGB1B2P,P9,Mid,0,0
SCGB1D2,P1,Pre,0,0
SCGB1D2,P1,Mid,0,0
SCGB1D2,P2,Pre,0,0
SCGB1D2,P2,Mid,0,0
SCGB1D2,P3,Pre,0,0
SCGB1D2,P3,Mid,0,0
SCGB1D2,P4,Pre,0,0
SCGB1D2,P4,Mid,0,0
SCGB1D2,P5,Pre,0,0
SCGB1D2,P5,Mid,0,0
SCGB1D2,P6,Pre,0,0
SCGB1D2,P6,Mid,0,0
SCGB1D2,P7,Pre,0,0
SCGB1D2,P7,Mid,0,0
SCGB1D2,P8,Pre,0,0
SCGB1D2,P8,Mid,0,0
SCGB1D2,P9,Pre,0,0
SCGB1D2,P9,Mid,0,0
SCGB2A2,P1,Pre,0.391,0.143
SCGB2A2,P1,Mid,0,0
SCGB2A2,P2,Pre,0.565,0.194
SCGB2A2,P2,Mid,1.031,0.308
SCGB2A2,P3,Pre,0,0
SCGB2A2,P3,Mid,0,0
SCGB2A2,P4,Pre,0,0
SCGB2A2,P4,Mid,0,0
SCGB2A2,P5,Pre,0.827,0.262
SCGB2A2,P5,Mid,0,0
SCGB2A2,P6,Pre,0,0
SCGB2A2,P6,Mid,0,0
SCGB2A2,P7,Pre,0,0
SCGB2A2,P7,Mid,0.233,0.091
SCGB2A2,P8,Pre,0,0
SCGB2A2,P8,Mid,0,0
SCGB2A2,P9,Pre,0,0
SCGB2A2,P9,Mid,0,0
SDS,P1,Pre,0.391,0.143
SDS,P1,Mid,0,0
SDS,P2,Pre,0,0
SDS,P2,Mid,0,0
SDS,P3,Pre,0,0
SDS,P3,Mid,0,0
SDS,P4,Pre,0,0
SDS,P4,Mid,0,0
SDS,P5,Pre,0,0
SDS,P5,Mid,0,0
SDS,P6,Pre,0,0
SDS,P6,Mid,0,0
SDS,P7,Pre,0,0
SDS,P7,Mid,0,0
SDS,P8,Pre,0,0
SDS,P8,Mid,0,0
SDS,P9,Pre,0,0
SDS,P9,Mid,0,0
SECTM1,P1,Pre,7.429,0.926
SECTM1,P1,Mid,11.111,1.083
SECTM1,P2,Pre,8.469,0.976
SECTM1,P2,Mid,3.094,0.612
SECTM1,P3,Pre,2.244,0.511
SECTM1,P3,Mid,1.39,0.378
SECTM1,P4,Pre,2.004,0.478
SECTM1,P4,Mid,0,0
SECTM1,P5,Pre,9.512,1.022
SECTM1,P5,Mid,2.002,0.477
SECTM1,P6,Pre,5.414,0.807
SECTM1,P6,Mid,4.466,0.738
SECTM1,P7,Pre,0.324,0.122
SECTM1,P7,Mid,0.467,0.166
SECTM1,P8,Pre,2.241,0.511
SECTM1,P8,Mid,3.154,0.618
SECTM1,P9,Pre,1.151,0.333
SECTM1,P9,Mid,1.279,0.358
SELENOP,P1,Pre,0.391,0.143
SELENOP,P1,Mid,0,0
SELENOP,P2,Pre,0,0
SELENOP,P2,Mid,1.031,0.308
SELENOP,P3,Pre,0,0
SELENOP,P3,Mid,0,0
SELENOP,P4,Pre,0.364,0.135
SELENOP,P4,Mid,0,0
SELENOP,P5,Pre,0.414,0.15
SELENOP,P5,Mid,0,0
SELENOP,P6,Pre,0,0
SELENOP,P6,Mid,0,0
SELENOP,P7,Pre,0.243,0.094
SELENOP,P7,Mid,0,0
SELENOP,P8,Pre,0.249,0.097
SELENOP,P8,Mid,0.175,0.07
SELENOP,P9,Pre,0.384,0.141
SELENOP,P9,Mid,0.639,0.215
SELL,P1,Pre,25.807,1.428
SELL,P1,Mid,31.11,1.507
SELL,P2,Pre,47.991,1.69
SELL,P2,Mid,16.504,1.243
SELL,P3,Pre,20.196,1.326
SELL,P3,Mid,36.134,1.57
SELL,P4,Pre,57.191,1.765
SELL,P4,Mid,5.366,0.804
SELL,P5,Pre,31.432,1.511
SELL,P5,Mid,4.003,0.699
SELL,P6,Pre,36.391,1.573
SELL,P6,Mid,38.282,1.594
SELL,P7,Pre,36.782,1.577
SELL,P7,Mid,18.206,1.283
SELL,P8,Pre,23.903,1.396
SELL,P8,Mid,43.103,1.644
SELL,P9,Pre,69.042,1.845
SELL,P9,Mid,18.861,1.298
SEPT11,P1,Pre,130.99,2.121
SEPT11,P1,Mid,113.331,2.058
SEPT11,P2,Pre,52.225,1.726
SEPT11,P2,Mid,83.55,1.927
SEPT11,P3,Pre,73.801,1.874
SEPT11,P3,Mid,143.144,2.159
SEPT11,P4,Pre,39.342,1.606
SEPT11,P4,Mid,71.548,1.861
SEPT11,P5,Pre,105.875,2.029
SEPT11,P5,Mid,89.071,1.955
SEPT11,P6,Pre,99.849,2.004
SEPT11,P6,Mid,60.613,1.79
SEPT11,P7,Pre,73.32,1.871
SEPT11,P7,Mid,60.921,1.792
SEPT11,P8,Pre,51.042,1.716
SEPT11,P8,Mid,60.975,1.792
SEPT11,P9,Pre,51.781,1.722
SEPT11,P9,Mid,120.199,2.083
SEPT6,P1,Pre,172.438,2.239
SEPT6,P1,Mid,282.215,2.452
SEPT6,P2,Pre,131.268,2.121
SEPT6,P2,Mid,138.218,2.144
SEPT6,P3,Pre,342.079,2.535
SEPT6,P3,Mid,311.304,2.495
SEPT6,P4,Pre,216.378,2.337
SEPT6,P4,Mid,144.886,2.164
SEPT6,P5,Pre,276.682,2.444
SEPT6,P5,Mid,230.184,2.364
SEPT6,P6,Pre,334.735,2.526
SEPT6,P6,Mid,162.697,2.214
SEPT6,P7,Pre,202.785,2.309
SEPT6,P7,Mid,167.357,2.226
SEPT6,P8,Pre,171.303,2.236
SEPT6,P8,Mid,197.467,2.298
SEPT6,P9,Pre,282.305,2.452
SEPT6,P9,Mid,265.653,2.426
SERPINB2,P1,Pre,11.339,1.091
SERPINB2,P1,Mid,2.222,0.508
SERPINB2,P2,Pre,7.34,0.921
SERPINB2,P2,Mid,0,0
SERPINB2,P3,Pre,2.992,0.601
SERPINB2,P3,Mid,0,0
SERPINB2,P4,Pre,0.546,0.189
SERPINB2,P4,Mid,0.894,0.277
SERPINB2,P5,Pre,3.309,0.634
SERPINB2,P5,Mid,4.003,0.699
SERPINB2,P6,Pre,0.602,0.205
SERPINB2,P6,Mid,1.914,0.465
SERPINB2,P7,Pre,6.805,0.892
SERPINB2,P7,Mid,0.233,0.091
SERPINB2,P8,Pre,0.249,0.097
SERPINB2,P8,Mid,0.35,0.13
SERPINB2,P9,Pre,0.767,0.247
SERPINB2,P9,Mid,0,0
SERPINE2,P1,Pre,0.782,0.251
SERPINE2,P1,Mid,8.889,0.995
SERPINE2,P2,Pre,1.129,0.328
SERPINE2,P2,Mid,0,0
SERPINE2,P3,Pre,0.499,0.176
SERPINE2,P3,Mid,1.39,0.378
SERPINE2,P4,Pre,0.911,0.281
SERPINE2,P4,Mid,0.894,0.277
SERPINE2,P5,Pre,0.414,0.15
SERPINE2,P5,Mid,1.001,0.301
SERPINE2,P6,Pre,0,0
SERPINE2,P6,Mid,0,0
SERPINE2,P7,Pre,0.81,0.258
SERPINE2,P7,Mid,0.7,0.231
SERPINE2,P8,Pre,0.249,0.097
SERPINE2,P8,Mid,0.526,0.183
SERPINE2,P9,Pre,0.767,0.247
SERPINE2,P9,Mid,0.639,0.215
SGSH,P1,Pre,9.775,1.032
SGSH,P1,Mid,2.222,0.508
SGSH,P2,Pre,7.34,0.921
SGSH,P2,Mid,5.157,0.789
SGSH,P3,Pre,7.48,0.928
SGSH,P3,Mid,4.169,0.713
SGSH,P4,Pre,10.928,1.077
SGSH,P4,Mid,3.577,0.661
SGSH,P5,Pre,5.376,0.805
SGSH,P5,Mid,2.002,0.477
SGSH,P6,Pre,11.729,1.105
SGSH,P6,Mid,0.638,0.214
SGSH,P7,Pre,8.183,0.963
SGSH,P7,Mid,7.469,0.928
SGSH,P8,Pre,7.968,0.953
SGSH,P8,Mid,8.936,0.997
SGSH,P9,Pre,7.671,0.938
SGSH,P9,Mid,11.189,1.086
SH3PXD2A,P1,Pre,10.948,1.077
SH3PXD2A,P1,Mid,2.222,0.508
SH3PXD2A,P2,Pre,25.971,1.431
SH3PXD2A,P2,Mid,20.63,1.335
SH3PXD2A,P3,Pre,31.665,1.514
SH3PXD2A,P3,Mid,27.795,1.459
SH3PXD2A,P4,Pre,24.042,1.399
SH3PXD2A,P4,Mid,16.993,1.255
SH3PXD2A,P5,Pre,23.574,1.39
SH3PXD2A,P5,Mid,13.01,1.146
SH3PXD2A,P6,Pre,34.887,1.555
SH3PXD2A,P6,Mid,19.779,1.318
SH3PXD2A,P7,Pre,35.323,1.56
SH3PXD2A,P7,Mid,20.774,1.338
SH3PXD2A,P8,Pre,27.887,1.461
SH3PXD2A,P8,Mid,25.231,1.419
SH3PXD2A,P9,Pre,48.713,1.696
SH3PXD2A,P9,Mid,58.821,1.777
SH3TC1,P1,Pre,27.762,1.459
SH3TC1,P1,Mid,6.667,0.885
SH3TC1,P2,Pre,15.526,1.218
SH3TC1,P2,Mid,11.346,1.092
SH3TC1,P3,Pre,10.472,1.06
SH3TC1,P3,Mid,6.949,0.9
SH3TC1,P4,Pre,22.585,1.373
SH3TC1,P4,Mid,5.366,0.804
SH3TC1,P5,Pre,8.272,0.967
SH3TC1,P5,Mid,9.007,1
SH3TC1,P6,Pre,17.744,1.273
SH3TC1,P6,Mid,12.123,1.118
SH3TC1,P7,Pre,10.856,1.074
SH3TC1,P7,Mid,10.037,1.043
SH3TC1,P8,Pre,16.433,1.241
SH3TC1,P8,Mid,14.543,1.192
SH3TC1,P9,Pre,8.055,0.957
SH3TC1,P9,Mid,6.074,0.85
SIPA1L1,P1,Pre,72.338,1.865
SIPA1L1,P1,Mid,88.887,1.954
SIPA1L1,P2,Pre,58.153,1.772
SIPA1L1,P2,Mid,51.574,1.721
SIPA1L1,P3,Pre,84.273,1.931
SIPA1L1,P3,Mid,58.37,1.774
SIPA1L1,P4,Pre,49.723,1.705
SIPA1L1,P4,Mid,42.035,1.634
SIPA1L1,P5,Pre,68.24,1.84
SIPA1L1,P5,Mid,66.053,1.826
SIPA1L1,P6,Pre,61.052,1.793
SIPA1L1,P6,Mid,44.024,1.653
SIPA1L1,P7,Pre,46.747,1.679
SIPA1L1,P7,Mid,41.781,1.631
SIPA1L1,P8,Pre,48.304,1.693
SIPA1L1,P8,Mid,47.658,1.687
SIPA1L1,P9,Pre,80.932,1.913
SIPA1L1,P9,Mid,102.936,2.017
SLA,P1,Pre,382.412,2.584
SLA,P1,Mid,222.217,2.349
SLA,P2,Pre,308.551,2.491
SLA,P2,Mid,146.47,2.169
SLA,P3,Pre,254.814,2.408
SLA,P3,Mid,202.904,2.309
SLA,P4,Pre,214.193,2.333
SLA,P4,Mid,172.611,2.24
SLA,P5,Pre,218.781,2.342
SLA,P5,Mid,180.144,2.258
SLA,P6,Pre,304.66,2.485
SLA,P6,Mid,112.931,2.057
SLA,P7,Pre,219.474,2.343
SLA,P7,Mid,195.134,2.293
SLA,P8,Pre,241.518,2.385
SLA,P8,Mid,222.698,2.35
SLA,P9,Pre,259.291,2.415
SLA,P9,Mid,310.408,2.493
SLA2,P1,Pre,26.589,1.441
SLA2,P1,Mid,17.777,1.274
SLA2,P2,Pre,36.699,1.576
SLA2,P2,Mid,19.598,1.314
SLA2,P3,Pre,61.833,1.798
SLA2,P3,Mid,20.846,1.339
SLA2,P4,Pre,30.417,1.497
SLA2,P4,Mid,9.838,1.035
SLA2,P5,Pre,52.524,1.729
SLA2,P5,Mid,50.04,1.708
SLA2,P6,Pre,30.977,1.505
SLA2,P6,Mid,8.294,0.968
SLA2,P7,Pre,18.148,1.282
SLA2,P7,Mid,12.838,1.141
SLA2,P8,Pre,62.247,1.801
SLA2,P8,Mid,31.188,1.508
SLA2,P9,Pre,67.124,1.833
SLA2,P9,Mid,45.075,1.663
SLAMF9,P1,Pre,0.391,0.143
SLAMF9,P1,Mid,0,0
SLAMF9,P2,Pre,0.282,0.108
SLAMF9,P2,Mid,0,0
SLAMF9,P3,Pre,0,0
SLAMF9,P3,Mid,0,0
SLAMF9,P4,Pre,0,0
SLAMF9,P4,Mid,0,0
SLAMF9,P5,Pre,0.414,0.15
SLAMF9,P5,Mid,0,0
SLAMF9,P6,Pre,0,0
SLAMF9,P6,Mid,0,0
SLAMF9,P7,Pre,0.081,0.034
SLAMF9,P7,Mid,0,0
SLAMF9,P8,Pre,0,0
SLAMF9,P8,Mid,0,0
SLAMF9,P9,Pre,0,0
SLAMF9,P9,Mid,0,0
SLC11A1,P1,Pre,1.173,0.337
SLC11A1,P1,Mid,0,0
SLC11A1,P2,Pre,0.565,0.194
SLC11A1,P2,Mid,2.063,0.486
SLC11A1,P3,Pre,2.743,0.573
SLC11A1,P3,Mid,1.39,0.378
SLC11A1,P4,Pre,2.368,0.527
SLC11A1,P4,Mid,2.683,0.566
SLC11A1,P5,Pre,0.827,0.262
SLC11A1,P5,Mid,1.001,0.301
SLC11A1,P6,Pre,1.504,0.399
SLC11A1,P6,Mid,0.638,0.214
SLC11A1,P7,Pre,2.349,0.525
SLC11A1,P7,Mid,1.4,0.38
SLC11A1,P8,Pre,1.494,0.397
SLC11A1,P8,Mid,2.278,0.516
SLC11A1,P9,Pre,1.918,0.465
SLC11A1,P9,Mid,1.279,0.358
SLC12A8,P1,Pre,0.391,0.143
SLC12A8,P1,Mid,0,0
SLC12A8,P2,Pre,0,0
SLC12A8,P2,Mid,0,0
SLC12A8,P3,Pre,0,0
SLC12A8,P3,Mid,0,0
SLC12A8,P4,Pre,0,0
SLC12A8,P4,Mid,0,0
SLC12A8,P5,Pre,0,0
SLC12A8,P5,Mid,0,0
SLC12A8,P6,Pre,0,0
SLC12A8,P6,Mid,0,0
SLC12A8,P7,Pre,0.729,0.238
SLC12A8,P7,Mid,0,0
SLC12A8,P8,Pre,0,0
SLC12A8,P8,Mid,0,0
SLC12A8,P9,Pre,0,0
SLC12A8,P9,Mid,0,0
SLC16A3,P1,Pre,68.428,1.842
SLC16A3,P1,Mid,17.777,1.274
SLC16A3,P2,Pre,30.77,1.502
SLC16A3,P2,Mid,22.693,1.375
SLC16A3,P3,Pre,18.949,1.3
SLC16A3,P3,Mid,19.457,1.311
SLC16A3,P4,Pre,21.31,1.348
SLC16A3,P4,Mid,13.415,1.159
SLC16A3,P5,Pre,37.635,1.587
SLC16A3,P5,Mid,23.018,1.381
SLC16A3,P6,Pre,30.376,1.497
SLC16A3,P6,Mid,11.484,1.096
SLC16A3,P7,Pre,16.041,1.232
SLC16A3,P7,Mid,8.636,0.984
SLC16A3,P8,Pre,39.091,1.603
SLC16A3,P8,Mid,18.748,1.296
SLC16A3,P9,Pre,12.658,1.135
SLC16A3,P9,Mid,13.426,1.159
SLC16A7,P1,Pre,17.205,1.26
SLC16A7,P1,Mid,13.333,1.156
SLC16A7,P2,Pre,27.101,1.449
SLC16A7,P2,Mid,34.039,1.545
SLC16A7,P3,Pre,12.716,1.137
SLC16A7,P3,Mid,40.303,1.616
SLC16A7,P4,Pre,20.399,1.33
SLC16A7,P4,Mid,23.253,1.385
SLC16A7,P5,Pre,16.543,1.244
SLC16A7,P5,Mid,16.013,1.231
SLC16A7,P6,Pre,13.233,1.153
SLC16A7,P6,Mid,28.073,1.463
SLC16A7,P7,Pre,28.761,1.474
SLC16A7,P7,Mid,33.845,1.542
SLC16A7,P8,Pre,12.698,1.137
SLC16A7,P8,Mid,16.645,1.247
SLC16A7,P9,Pre,23.398,1.387
SLC16A7,P9,Mid,19.5,1.312
SLC1A2,P1,Pre,0,0
SLC1A2,P1,Mid,0,0
SLC1A2,P2,Pre,0.282,0.108
SLC1A2,P2,Mid,0,0
SLC1A2,P3,Pre,0.249,0.097
SLC1A2,P3,Mid,0,0
SLC1A2,P4,Pre,0,0
SLC1A2,P4,Mid,0,0
SLC1A2,P5,Pre,0,0
SLC1A2,P5,Mid,0,0
SLC1A2,P6,Pre,0,0
SLC1A2,P6,Mid,0,0
SLC1A2,P7,Pre,0,0
SLC1A2,P7,Mid,0,0
SLC1A2,P8,Pre,0.249,0.097
SLC1A2,P8,Mid,0.35,0.13
SLC1A2,P9,Pre,0.384,0.141
SLC1A2,P9,Mid,0,0
SLC1A4,P1,Pre,357.388,2.554
SLC1A4,P1,Mid,79.998,1.908
SLC1A4,P2,Pre,129.574,2.116
SLC1A4,P2,Mid,232.083,2.368
SLC1A4,P3,Pre,295.953,2.473
SLC1A4,P3,Mid,184.837,2.269
SLC1A4,P4,Pre,242.97,2.387
SLC1A4,P4,Mid,99.273,2.001
SLC1A4,P5,Pre,119.523,2.081
SLC1A4,P5,Mid,126.101,2.104
SLC1A4,P6,Pre,442.103,2.647
SLC1A4,P6,Mid,169.715,2.232
SLC1A4,P7,Pre,236.569,2.376
SLC1A4,P7,Mid,175.294,2.246
SLC1A4,P8,Pre,311.234,2.494
SLC1A4,P8,Mid,273.51,2.439
SLC1A4,P9,Pre,333.703,2.525
SLC1A4,P9,Mid,529.068,2.724
SLC27A2,P1,Pre,138.81,2.146
SLC27A2,P1,Mid,2.222,0.508
SLC27A2,P2,Pre,55.048,1.749
SLC27A2,P2,Mid,52.605,1.729
SLC27A2,P3,Pre,75.297,1.883
SLC27A2,P3,Mid,15.287,1.212
SLC27A2,P4,Pre,22.767,1.376
SLC27A2,P4,Mid,8.049,0.957
SLC27A2,P5,Pre,43.012,1.644
SLC27A2,P5,Mid,38.03,1.591
SLC27A2,P6,Pre,24.662,1.409
SLC27A2,P6,Mid,3.19,0.622
SLC27A2,P7,Pre,37.592,1.586
SLC27A2,P7,Mid,26.376,1.437
SLC27A2,P8,Pre,70.214,1.853
SLC27A2,P8,Mid,42.227,1.636
SLC27A2,P9,Pre,50.631,1.713
SLC27A2,P9,Mid,77.042,1.892
SLC27A3,P1,Pre,3.519,0.655
SLC27A3,P1,Mid,6.667,0.885
SLC27A3,P2,Pre,3.105,0.613
SLC27A3,P2,Mid,4.126,0.71
SLC27A3,P3,Pre,5.236,0.795
SLC27A3,P3,Mid,2.78,0.577
SLC27A3,P4,Pre,2.55,0.55
SLC27A3,P4,Mid,1.789,0.445
SLC27A3,P5,Pre,3.722,0.674
SLC27A3,P5,Mid,3.002,0.602
SLC27A3,P6,Pre,3.609,0.664
SLC27A3,P6,Mid,2.552,0.55
SLC27A3,P7,Pre,3.808,0.682
SLC27A3,P7,Mid,0.7,0.231
SLC27A3,P8,Pre,3.984,0.698
SLC27A3,P8,Mid,2.278,0.516
SLC27A3,P9,Pre,4.603,0.748
SLC27A3,P9,Mid,4.475,0.738
SLC2A3,P1,Pre,176.739,2.25
SLC2A3,P1,Mid,97.775,1.995
SLC2A3,P2,Pre,77.914,1.897
SLC2A3,P2,Mid,78.392,1.9
SLC2A3,P3,Pre,49.866,1.706
SLC2A3,P3,Mid,79.216,1.904
SLC2A3,P4,Pre,68.301,1.841
SLC2A3,P4,Mid,59.027,1.778
SLC2A3,P5,Pre,108.357,2.039
SLC2A3,P5,Mid,72.058,1.864
SLC2A3,P6,Pre,67.368,1.835
SLC2A3,P6,Mid,58.698,1.776
SLC2A3,P7,Pre,76.804,1.891
SLC2A3,P7,Mid,59.987,1.785
SLC2A3,P8,Pre,67.973,1.839
SLC2A3,P8,Mid,62.727,1.804
SLC2A3,P9,Pre,55.234,1.75
SLC2A3,P9,Mid,94.305,1.979
SLC5A3,P1,Pre,75.857,1.886
SLC5A3,P1,Mid,131.108,2.121
SLC5A3,P2,Pre,134.091,2.131
SLC5A3,P2,Mid,103.148,2.018
SLC5A3,P3,Pre,253.068,2.405
SLC5A3,P3,Mid,137.585,2.142
SLC5A3,P4,Pre,125.128,2.101
SLC5A3,P4,Mid,123.421,2.095
SLC5A3,P5,Pre,160.881,2.209
SLC5A3,P5,Mid,135.108,2.134
SLC5A3,P6,Pre,182.255,2.263
SLC5A3,P6,Mid,58.698,1.776
SLC5A3,P7,Pre,171.026,2.236
SLC5A3,P7,Mid,117.64,2.074
SLC5A3,P8,Pre,78.68,1.901
SLC5A3,P8,Mid,99.697,2.003
SLC5A3,P9,Pre,196.769,2.296
SLC5A3,P9,Mid,343.335,2.537
SLC7A5,P1,Pre,88.369,1.951
SLC7A5,P1,Mid,6.667,0.885
SLC7A5,P2,Pre,29.641,1.486
SLC7A5,P2,Mid,24.755,1.411
SLC7A5,P3,Pre,22.938,1.379
SLC7A5,P3,Mid,15.287,1.212
SLC7A5,P4,Pre,24.224,1.402
SLC7A5,P4,Mid,8.049,0.957
SLC7A5,P5,Pre,18.197,1.283
SLC7A5,P5,Mid,9.007,1
SLC7A5,P6,Pre,20.451,1.331
SLC7A5,P6,Mid,17.227,1.261
SLC7A5,P7,Pre,21.55,1.353
SLC7A5,P7,Mid,14.705,1.196
SLC7A5,P8,Pre,31.621,1.514
SLC7A5,P8,Mid,20.675,1.336
SLC7A5,P9,Pre,22.63,1.373
SLC7A5,P9,Mid,22.377,1.369
SMAP2,P1,Pre,1026.023,3.012
SMAP2,P1,Mid,208.884,2.322
SMAP2,P2,Pre,979.572,2.991
SMAP2,P2,Mid,240.335,2.383
SMAP2,P3,Pre,356.041,2.553
SMAP2,P3,Mid,208.463,2.321
SMAP2,P4,Pre,289.415,2.463
SMAP2,P4,Mid,98.379,1.997
SMAP2,P5,Pre,206.788,2.318
SMAP2,P5,Mid,142.114,2.156
SMAP2,P6,Pre,343.758,2.538
SMAP2,P6,Mid,105.274,2.026
SMAP2,P7,Pre,181.153,2.26
SMAP2,P7,Mid,134.446,2.132
SMAP2,P8,Pre,545.282,2.737
SMAP2,P8,Mid,447.673,2.652
SMAP2,P9,Pre,213.263,2.331
SMAP2,P9,Mid,258.3,2.414
SMCHD1,P1,Pre,446.93,2.651
SMCHD1,P1,Mid,419.99,2.624
SMCHD1,P2,Pre,373.762,2.574
SMCHD1,P2,Mid,179.477,2.256
SMCHD1,P3,Pre,198.216,2.299
SMCHD1,P3,Mid,311.304,2.495
SMCHD1,P4,Pre,198.347,2.3
SMCHD1,P4,Mid,107.323,2.035
SMCHD1,P5,Pre,283.299,2.454
SMCHD1,P5,Mid,186.149,2.272
SMCHD1,P6,Pre,166.616,2.224
SMCHD1,P6,Mid,134.624,2.132
SMCHD1,P7,Pre,147.612,2.172
SMCHD1,P7,Mid,116.24,2.069
SMCHD1,P8,Pre,196.7,2.296
SMCHD1,P8,Mid,246.176,2.393
SMCHD1,P9,Pre,258.524,2.414
SMCHD1,P9,Mid,344.613,2.539
SMIM3,P1,Pre,82.504,1.922
SMIM3,P1,Mid,20,1.322
SMIM3,P2,Pre,99.651,2.003
SMIM3,P2,Mid,37.133,1.581
SMIM3,P3,Pre,61.833,1.798
SMIM3,P3,Mid,18.067,1.28
SMIM3,P4,Pre,30.053,1.492
SMIM3,P4,Mid,18.781,1.296
SMIM3,P5,Pre,16.543,1.244
SMIM3,P5,Mid,23.018,1.381
SMIM3,P6,Pre,26.165,1.434
SMIM3,P6,Mid,18.503,1.29
SMIM3,P7,Pre,44.154,1.655
SMIM3,P7,Mid,32.678,1.527
SMIM3,P8,Pre,58.512,1.775
SMIM3,P8,Mid,33.466,1.537
SMIM3,P9,Pre,29.918,1.49
SMIM3,P9,Mid,35.484,1.562
SMPDL3A,P1,Pre,0,0
SMPDL3A,P1,Mid,0,0
SMPDL3A,P2,Pre,0,0
SMPDL3A,P2,Mid,0,0
SMPDL3A,P3,Pre,0.249,0.097
