gene,patient,treatment,cpm,log10cpm
ANKRD28,P1,Pre,373.419,2.573
ANKRD28,P1,Mid,77.776,1.896
ANKRD28,P2,Pre,225.838,2.356
ANKRD28,P2,Mid,140.281,2.15
ANKRD28,P3,Pre,192.731,2.287
ANKRD28,P3,Mid,120.908,2.086
ANKRD28,P4,Pre,134.781,2.133
ANKRD28,P4,Mid,126.104,2.104
ANKRD28,P5,Pre,71.549,1.861
ANKRD28,P5,Mid,136.109,2.137
ANKRD28,P6,Pre,221.052,2.346
ANKRD28,P6,Mid,124.415,2.098
ANKRD28,P7,Pre,183.503,2.266
ANKRD28,P7,Mid,187.431,2.275
ANKRD28,P8,Pre,145.159,2.165
ANKRD28,P8,Mid,166.979,2.225
ANKRD28,P9,Pre,119.289,2.08
ANKRD28,P9,Mid,195.323,2.293
ANKS1B,P1,Pre,22.679,1.374
ANKS1B,P1,Mid,11.111,1.083
ANKS1B,P2,Pre,32.746,1.528
ANKS1B,P2,Mid,15.472,1.217
ANKS1B,P3,Pre,65.075,1.82
ANKS1B,P3,Mid,9.728,1.031
ANKS1B,P4,Pre,40.799,1.621
ANKS1B,P4,Mid,14.31,1.185
ANKS1B,P5,Pre,13.648,1.166
ANKS1B,P5,Mid,10.008,1.042
ANKS1B,P6,Pre,36.992,1.58
ANKS1B,P6,Mid,0.638,0.214
ANKS1B,P7,Pre,19.687,1.316
ANKS1B,P7,Mid,14.005,1.176
ANKS1B,P8,Pre,40.336,1.616
ANKS1B,P8,Mid,26.282,1.436
ANKS1B,P9,Pre,39.891,1.612
ANKS1B,P9,Mid,28.771,1.474
ANXA3,P1,Pre,0,0
ANXA3,P1,Mid,0,0
ANXA3,P2,Pre,0,0
ANXA3,P2,Mid,0,0
ANXA3,P3,Pre,0,0
ANXA3,P3,Mid,0,0
ANXA3,P4,Pre,0,0
ANXA3,P4,Mid,0,0
ANXA3,P5,Pre,0,0
ANXA3,P5,Mid,1.001,0.301
ANXA3,P6,Pre,0,0
ANXA3,P6,Mid,0.638,0.214
ANXA3,P7,Pre,0.081,0.034
ANXA3,P7,Mid,0.233,0.091
ANXA3,P8,Pre,0,0
ANXA3,P8,Mid,0,0
ANXA3,P9,Pre,0,0
ANXA3,P9,Mid,0,0
APP,P1,Pre,55.524,1.752
APP,P1,Mid,13.333,1.156
APP,P2,Pre,10.727,1.069
APP,P2,Mid,12.378,1.126
APP,P3,Pre,19.946,1.321
APP,P3,Mid,31.964,1.518
APP,P4,Pre,45.898,1.671
APP,P4,Mid,73.337,1.871
APP,P5,Pre,44.253,1.656
APP,P5,Mid,65.052,1.82
APP,P6,Pre,38.797,1.6
APP,P6,Mid,6.38,0.868
APP,P7,Pre,61.978,1.799
APP,P7,Mid,35.012,1.556
APP,P8,Pre,11.204,1.087
APP,P8,Mid,17.521,1.268
APP,P9,Pre,74.028,1.875
APP,P9,Mid,166.552,2.224
AQP9,P1,Pre,0,0
AQP9,P1,Mid,0,0
AQP9,P2,Pre,0.282,0.108
AQP9,P2,Mid,0,0
AQP9,P3,Pre,0.249,0.097
AQP9,P3,Mid,0,0
AQP9,P4,Pre,0,0
AQP9,P4,Mid,0,0
AQP9,P5,Pre,0,0
AQP9,P5,Mid,0,0
AQP9,P6,Pre,0,0
AQP9,P6,Mid,0,0
AQP9,P7,Pre,0,0
AQP9,P7,Mid,0,0
AQP9,P8,Pre,0,0
AQP9,P8,Mid,0,0
AQP9,P9,Pre,0,0
AQP9,P9,Mid,0,0
AREG,P1,Pre,30.108,1.493
AREG,P1,Mid,2.222,0.508
AREG,P2,Pre,76.503,1.889
AREG,P2,Mid,20.63,1.335
AREG,P3,Pre,1.247,0.352
AREG,P3,Mid,5.559,0.817
AREG,P4,Pre,38.977,1.602
AREG,P4,Mid,4.472,0.738
AREG,P5,Pre,3.722,0.674
AREG,P5,Mid,1.001,0.301
AREG,P6,Pre,4.812,0.764
AREG,P6,Mid,3.828,0.684
AREG,P7,Pre,5.023,0.78
AREG,P7,Mid,1.167,0.336
AREG,P8,Pre,14.939,1.202
AREG,P8,Mid,15.068,1.206
AREG,P9,Pre,1.534,0.404
AREG,P9,Mid,0.639,0.215
ARID5B,P1,Pre,555.241,2.745
ARID5B,P1,Mid,228.883,2.362
ARID5B,P2,Pre,388.723,2.591
ARID5B,P2,Mid,199.075,2.301
ARID5B,P3,Pre,165.554,2.222
ARID5B,P3,Mid,209.853,2.324
ARID5B,P4,Pre,205.086,2.314
ARID5B,P4,Mid,196.758,2.296
ARID5B,P5,Pre,214.232,2.333
ARID5B,P5,Mid,78.062,1.898
ARID5B,P6,Pre,259.548,2.416
ARID5B,P6,Mid,149.298,2.177
ARID5B,P7,Pre,118.69,2.078
ARID5B,P7,Mid,105.269,2.026
ARID5B,P8,Pre,256.208,2.41
ARID5B,P8,Mid,277.715,2.445
ARID5B,P9,Pre,202.523,2.309
ARID5B,P9,Mid,265.333,2.425
ARMC9,P1,Pre,0.782,0.251
ARMC9,P1,Mid,2.222,0.508
ARMC9,P2,Pre,1.694,0.43
ARMC9,P2,Mid,0,0
ARMC9,P3,Pre,1.247,0.352
ARMC9,P3,Mid,1.39,0.378
ARMC9,P4,Pre,0.546,0.189
ARMC9,P4,Mid,0,0
ARMC9,P5,Pre,0.414,0.15
ARMC9,P5,Mid,0,0
ARMC9,P6,Pre,0.602,0.205
ARMC9,P6,Mid,0,0
ARMC9,P7,Pre,0.486,0.172
ARMC9,P7,Mid,0.7,0.231
ARMC9,P8,Pre,0.498,0.176
ARMC9,P8,Mid,0.701,0.231
ARMC9,P9,Pre,1.918,0.465
ARMC9,P9,Mid,2.557,0.551
ATP13A3,P1,Pre,35.582,1.563
ATP13A3,P1,Mid,22.222,1.366
ATP13A3,P2,Pre,29.077,1.478
ATP13A3,P2,Mid,36.102,1.569
ATP13A3,P3,Pre,32.662,1.527
ATP13A3,P3,Mid,23.626,1.391
ATP13A3,P4,Pre,26.046,1.432
ATP13A3,P4,Mid,16.993,1.255
ATP13A3,P5,Pre,28.123,1.464
ATP13A3,P5,Mid,25.02,1.415
ATP13A3,P6,Pre,35.188,1.559
ATP13A3,P6,Mid,15.313,1.213
ATP13A3,P7,Pre,26.979,1.447
ATP13A3,P7,Mid,19.84,1.319
ATP13A3,P8,Pre,27.14,1.449
ATP13A3,P8,Mid,27.158,1.45
ATP13A3,P9,Pre,40.658,1.62
ATP13A3,P9,Mid,51.788,1.723
ATP2B1-AS1,P1,Pre,43.403,1.647
ATP2B1-AS1,P1,Mid,13.333,1.156
ATP2B1-AS1,P2,Pre,28.23,1.466
ATP2B1-AS1,P2,Mid,67.046,1.833
ATP2B1-AS1,P3,Pre,33.909,1.543
ATP2B1-AS1,P3,Mid,45.862,1.671
ATP2B1-AS1,P4,Pre,25.863,1.429
ATP2B1-AS1,P4,Mid,16.098,1.233
ATP2B1-AS1,P5,Pre,52.111,1.725
ATP2B1-AS1,P5,Mid,17.014,1.256
ATP2B1-AS1,P6,Pre,29.173,1.48
ATP2B1-AS1,P6,Mid,19.779,1.318
ATP2B1-AS1,P7,Pre,53.795,1.739
ATP2B1-AS1,P7,Mid,32.444,1.524
ATP2B1-AS1,P8,Pre,29.131,1.479
ATP2B1-AS1,P8,Mid,37.846,1.589
ATP2B1-AS1,P9,Pre,28,1.462
ATP2B1-AS1,P9,Mid,25.574,1.424
ATP2B4,P1,Pre,104.401,2.023
ATP2B4,P1,Mid,71.109,1.858
ATP2B4,P2,Pre,81.584,1.917
ATP2B4,P2,Mid,184.635,2.269
ATP2B4,P3,Pre,147.602,2.172
ATP2B4,P3,Mid,232.089,2.368
ATP2B4,P4,Pre,103.818,2.02
ATP2B4,P4,Mid,93.013,1.973
ATP2B4,P5,Pre,81.474,1.916
ATP2B4,P5,Mid,131.105,2.121
ATP2B4,P6,Pre,132.03,2.124
ATP2B4,P6,Mid,111.655,2.052
ATP2B4,P7,Pre,179.371,2.256
ATP2B4,P7,Mid,157.554,2.2
ATP2B4,P8,Pre,110.799,2.048
ATP2B4,P8,Mid,114.766,2.064
ATP2B4,P9,Pre,203.29,2.31
ATP2B4,P9,Mid,249.029,2.398
ATP6V1A,P1,Pre,34.018,1.544
ATP6V1A,P1,Mid,17.777,1.274
ATP6V1A,P2,Pre,30.488,1.498
ATP6V1A,P2,Mid,12.378,1.126
ATP6V1A,P3,Pre,38.646,1.598
ATP6V1A,P3,Mid,11.118,1.083
ATP6V1A,P4,Pre,23.131,1.383
ATP6V1A,P4,Mid,8.049,0.957
ATP6V1A,P5,Pre,20.679,1.336
ATP6V1A,P5,Mid,10.008,1.042
ATP6V1A,P6,Pre,24.962,1.414
ATP6V1A,P6,Mid,14.675,1.195
ATP6V1A,P7,Pre,18.391,1.288
ATP6V1A,P7,Mid,12.604,1.134
ATP6V1A,P8,Pre,24.65,1.409
ATP6V1A,P8,Mid,19.799,1.318
ATP6V1A,P9,Pre,25.699,1.426
ATP6V1A,P9,Mid,34.525,1.551
ATP8B4,P1,Pre,24.243,1.402
ATP8B4,P1,Mid,0,0
ATP8B4,P2,Pre,9.316,1.014
ATP8B4,P2,Mid,3.094,0.612
ATP8B4,P3,Pre,18.201,1.283
ATP8B4,P3,Mid,6.949,0.9
ATP8B4,P4,Pre,4.189,0.715
ATP8B4,P4,Mid,0,0
ATP8B4,P5,Pre,11.167,1.085
ATP8B4,P5,Mid,16.013,1.231
ATP8B4,P6,Pre,0.902,0.279
ATP8B4,P6,Mid,0.638,0.214
ATP8B4,P7,Pre,3.97,0.696
ATP8B4,P7,Mid,2.334,0.523
ATP8B4,P8,Pre,14.192,1.182
ATP8B4,P8,Mid,6.658,0.884
ATP8B4,P9,Pre,8.055,0.957
ATP8B4,P9,Mid,24.935,1.414
AZGP1,P1,Pre,0,0
AZGP1,P1,Mid,0,0
AZGP1,P2,Pre,0,0
AZGP1,P2,Mid,0,0
AZGP1,P3,Pre,0,0
AZGP1,P3,Mid,0,0
AZGP1,P4,Pre,0,0
AZGP1,P4,Mid,0,0
AZGP1,P5,Pre,0,0
AZGP1,P5,Mid,0,0
AZGP1,P6,Pre,0,0
AZGP1,P6,Mid,0,0
AZGP1,P7,Pre,0,0
AZGP1,P7,Mid,0,0
AZGP1,P8,Pre,0,0
AZGP1,P8,Mid,0,0
AZGP1,P9,Pre,0,0
AZGP1,P9,Mid,0,0
BACH2,P1,Pre,10.557,1.063
BACH2,P1,Mid,20,1.322
BACH2,P2,Pre,13.55,1.163
BACH2,P2,Mid,3.094,0.612
BACH2,P3,Pre,4.737,0.759
BACH2,P3,Mid,9.728,1.031
BACH2,P4,Pre,8.56,0.98
BACH2,P4,Mid,6.26,0.861
BACH2,P5,Pre,12.821,1.141
BACH2,P5,Mid,17.014,1.256
BACH2,P6,Pre,4.211,0.717
BACH2,P6,Mid,1.914,0.465
BACH2,P7,Pre,3.16,0.619
BACH2,P7,Mid,5.835,0.835
BACH2,P8,Pre,4.482,0.739
BACH2,P8,Mid,7.885,0.949
BACH2,P9,Pre,8.438,0.975
BACH2,P9,Mid,3.836,0.684
BAG2,P1,Pre,7.038,0.905
BAG2,P1,Mid,2.222,0.508
BAG2,P2,Pre,12.139,1.119
BAG2,P2,Mid,7.22,0.915
BAG2,P3,Pre,13.713,1.168
BAG2,P3,Mid,6.949,0.9
BAG2,P4,Pre,7.832,0.946
BAG2,P4,Mid,5.366,0.804
BAG2,P5,Pre,3.309,0.634
BAG2,P5,Mid,10.008,1.042
BAG2,P6,Pre,10.827,1.073
BAG2,P6,Mid,5.104,0.786
BAG2,P7,Pre,15.717,1.223
BAG2,P7,Mid,13.071,1.148
BAG2,P8,Pre,5.727,0.828
BAG2,P8,Mid,7.709,0.94
BAG2,P9,Pre,6.904,0.898
BAG2,P9,Mid,10.869,1.074
BATF,P1,Pre,937.262,2.972
BATF,P1,Mid,271.104,2.435
BATF,P2,Pre,497.69,2.698
BATF,P2,Mid,297.066,2.474
BATF,P3,Pre,555.753,2.746
BATF,P3,Mid,290.458,2.465
BATF,P4,Pre,322.2,2.509
BATF,P4,Mid,382.784,2.584
BATF,P5,Pre,330.447,2.52
BATF,P5,Mid,375.3,2.576
BATF,P6,Pre,759.095,2.881
BATF,P6,Mid,284.56,2.456
BATF,P7,Pre,432.629,2.637
BATF,P7,Mid,367.86,2.567
BATF,P8,Pre,458.136,2.662
BATF,P8,Mid,377.062,2.578
BATF,P9,Pre,334.853,2.526
BATF,P9,Mid,430.926,2.635
BCAT1,P1,Pre,8.602,0.982
BCAT1,P1,Mid,0,0
BCAT1,P2,Pre,24.842,1.412
BCAT1,P2,Mid,2.063,0.486
BCAT1,P3,Pre,21.193,1.346
BCAT1,P3,Mid,6.949,0.9
BCAT1,P4,Pre,10.928,1.077
BCAT1,P4,Mid,0.894,0.277
BCAT1,P5,Pre,5.79,0.832
BCAT1,P5,Mid,2.002,0.477
BCAT1,P6,Pre,16.541,1.244
BCAT1,P6,Mid,0.638,0.214
BCAT1,P7,Pre,9.722,1.03
BCAT1,P7,Mid,3.735,0.675
BCAT1,P8,Pre,21.911,1.36
BCAT1,P8,Mid,10.162,1.048
BCAT1,P9,Pre,13.808,1.171
BCAT1,P9,Mid,15.664,1.222
BCL2,P1,Pre,19.942,1.321
BCL2,P1,Mid,51.11,1.717
BCL2,P2,Pre,37.546,1.586
BCL2,P2,Mid,22.693,1.375
BCL2,P3,Pre,9.474,1.02
BCL2,P3,Mid,31.964,1.518
BCL2,P4,Pre,25.317,1.42
BCL2,P4,Mid,16.098,1.233
BCL2,P5,Pre,31.018,1.505
BCL2,P5,Mid,20.016,1.323
BCL2,P6,Pre,12.331,1.125
BCL2,P6,Mid,24.245,1.402
BCL2,P7,Pre,16.365,1.24
BCL2,P7,Mid,16.339,1.239
BCL2,P8,Pre,29.38,1.483
BCL2,P8,Mid,45.381,1.666
BCL2,P9,Pre,42.192,1.635
BCL2,P9,Mid,55.624,1.753
BCL2L11,P1,Pre,393.752,2.596
BCL2L11,P1,Mid,128.886,2.114
BCL2L11,P2,Pre,144.254,2.162
BCL2L11,P2,Mid,173.288,2.241
BCL2L11,P3,Pre,130.897,2.12
BCL2L11,P3,Mid,136.196,2.137
BCL2L11,P4,Pre,88.518,1.952
BCL2L11,P4,Mid,39.352,1.606
BCL2L11,P5,Pre,76.925,1.892
BCL2L11,P5,Mid,79.063,1.903
BCL2L11,P6,Pre,200.901,2.305
BCL2L11,P6,Mid,108.465,2.039
BCL2L11,P7,Pre,64.651,1.817
BCL2L11,P7,Mid,102.469,2.015
BCL2L11,P8,Pre,134.204,2.131
BCL2L11,P8,Mid,100.398,2.006
BCL2L11,P9,Pre,170.687,2.235
BCL2L11,P9,Mid,148.65,2.175
BCL2L14,P1,Pre,0,0
BCL2L14,P1,Mid,0,0
BCL2L14,P2,Pre,0.282,0.108
BCL2L14,P2,Mid,0,0
BCL2L14,P3,Pre,0,0
BCL2L14,P3,Mid,2.78,0.577
BCL2L14,P4,Pre,0,0
BCL2L14,P4,Mid,0,0
BCL2L14,P5,Pre,0,0
BCL2L14,P5,Mid,0,0
BCL2L14,P6,Pre,0.301,0.114
BCL2L14,P6,Mid,0,0
BCL2L14,P7,Pre,0.243,0.094
BCL2L14,P7,Mid,0,0
BCL2L14,P8,Pre,0,0
BCL2L14,P8,Mid,0.175,0.07
BCL2L14,P9,Pre,0.767,0.247
BCL2L14,P9,Mid,0.32,0.12
BEX3,P1,Pre,3.128,0.616
BEX3,P1,Mid,0,0
BEX3,P2,Pre,5.081,0.784
BEX3,P2,Mid,2.063,0.486
BEX3,P3,Pre,2.743,0.573
BEX3,P3,Mid,2.78,0.577
BEX3,P4,Pre,6.921,0.899
BEX3,P4,Mid,1.789,0.445
BEX3,P5,Pre,7.444,0.927
BEX3,P5,Mid,0,0
BEX3,P6,Pre,8.722,0.988
BEX3,P6,Mid,7.656,0.937
BEX3,P7,Pre,0.972,0.295
BEX3,P7,Mid,0.467,0.166
BEX3,P8,Pre,5.229,0.794
BEX3,P8,Mid,9.111,1.005
BEX3,P9,Pre,4.219,0.718
BEX3,P9,Mid,2.238,0.51
BIN1,P1,Pre,98.536,1.998
BIN1,P1,Mid,26.666,1.442
BIN1,P2,Pre,102.192,2.014
BIN1,P2,Mid,40.228,1.615
BIN1,P3,Pre,59.59,1.782
BIN1,P3,Mid,38.913,1.601
BIN1,P4,Pre,47.72,1.688
BIN1,P4,Mid,21.465,1.351
BIN1,P5,Pre,59.968,1.785
BIN1,P5,Mid,38.03,1.591
BIN1,P6,Pre,57.143,1.764
BIN1,P6,Mid,32.539,1.526
BIN1,P7,Pre,58.98,1.778
BIN1,P7,Mid,48.55,1.695
BIN1,P8,Pre,62.496,1.803
BIN1,P8,Mid,50.812,1.714
BIN1,P9,Pre,65.206,1.821
BIN1,P9,Mid,59.46,1.781
BNIP3,P1,Pre,47.313,1.684
BNIP3,P1,Mid,24.444,1.406
BNIP3,P2,Pre,44.321,1.656
BNIP3,P2,Mid,34.039,1.545
BNIP3,P3,Pre,13.962,1.175
BNIP3,P3,Mid,50.031,1.708
BNIP3,P4,Pre,26.592,1.441
BNIP3,P4,Mid,37.563,1.586
BNIP3,P5,Pre,57.073,1.764
BNIP3,P5,Mid,33.026,1.532
BNIP3,P6,Pre,33.083,1.533
BNIP3,P6,Mid,28.073,1.463
BNIP3,P7,Pre,32.65,1.527
BNIP3,P7,Mid,31.978,1.518
BNIP3,P8,Pre,46.561,1.677
BNIP3,P8,Mid,31.889,1.517
BNIP3,P9,Pre,22.247,1.366
BNIP3,P9,Mid,40.279,1.616
BNIP3L,P1,Pre,165.008,2.22
BNIP3L,P1,Mid,95.553,1.985
BNIP3L,P2,Pre,178.412,2.254
BNIP3L,P2,Mid,170.194,2.233
BNIP3L,P3,Pre,129.651,2.116
BNIP3L,P3,Mid,88.944,1.954
BNIP3L,P4,Pre,110.557,2.047
BNIP3L,P4,Mid,96.59,1.989
BNIP3L,P5,Pre,181.973,2.262
BNIP3L,P5,Mid,138.11,2.143
BNIP3L,P6,Pre,125.714,2.103
BNIP3L,P6,Mid,84.219,1.931
BNIP3L,P7,Pre,120.229,2.084
BNIP3L,P7,Mid,104.102,2.022
BNIP3L,P8,Pre,145.408,2.166
BNIP3L,P8,Mid,129.659,2.116
BNIP3L,P9,Pre,90.905,1.963
BNIP3L,P9,Mid,183.815,2.267
BTN3A2,P1,Pre,176.348,2.249
BTN3A2,P1,Mid,66.665,1.83
BTN3A2,P2,Pre,100.498,2.006
BTN3A2,P2,Mid,71.172,1.858
BTN3A2,P3,Pre,97.238,1.992
BTN3A2,P3,Mid,107.011,2.033
BTN3A2,P4,Pre,90.886,1.963
BTN3A2,P4,Mid,44.718,1.66
BTN3A2,P5,Pre,71.962,1.863
BTN3A2,P5,Mid,49.039,1.699
BTN3A2,P6,Pre,36.09,1.569
BTN3A2,P6,Mid,41.472,1.628
BTN3A2,P7,Pre,65.056,1.82
BTN3A2,P7,Mid,57.186,1.765
BTN3A2,P8,Pre,46.81,1.68
BTN3A2,P8,Mid,40.299,1.616
BTN3A2,P9,Pre,137.317,2.141
BTN3A2,P9,Mid,127.871,2.11
C11orf95,P1,Pre,3.91,0.691
C11orf95,P1,Mid,4.444,0.736
C11orf95,P2,Pre,4.517,0.742
C11orf95,P2,Mid,2.063,0.486
C11orf95,P3,Pre,1.995,0.476
C11orf95,P3,Mid,1.39,0.378
C11orf95,P4,Pre,2.004,0.478
C11orf95,P4,Mid,3.577,0.661
C11orf95,P5,Pre,2.481,0.542
C11orf95,P5,Mid,3.002,0.602
C11orf95,P6,Pre,5.414,0.807
C11orf95,P6,Mid,0.638,0.214
C11orf95,P7,Pre,3.322,0.636
C11orf95,P7,Mid,2.801,0.58
C11orf95,P8,Pre,1.992,0.476
C11orf95,P8,Mid,2.278,0.516
C11orf95,P9,Pre,4.603,0.748
C11orf95,P9,Mid,5.115,0.786
C11orf96,P1,Pre,5.474,0.811
C11orf96,P1,Mid,2.222,0.508
C11orf96,P2,Pre,7.904,0.95
C11orf96,P2,Mid,0,0
C11orf96,P3,Pre,8.477,0.977
C11orf96,P3,Mid,1.39,0.378
C11orf96,P4,Pre,8.196,0.964
C11orf96,P4,Mid,0,0
C11orf96,P5,Pre,12.821,1.141
C11orf96,P5,Mid,5.004,0.778
C11orf96,P6,Pre,88.12,1.95
C11orf96,P6,Mid,6.38,0.868
C11orf96,P7,Pre,1.377,0.376
C11orf96,P7,Mid,1.4,0.38
C11orf96,P8,Pre,22.907,1.379
C11orf96,P8,Mid,16.645,1.247
C11orf96,P9,Pre,1.151,0.333
C11orf96,P9,Mid,1.279,0.358
C15orf48,P1,Pre,20.333,1.329
C15orf48,P1,Mid,0,0
C15orf48,P2,Pre,15.244,1.211
C15orf48,P2,Mid,2.063,0.486
C15orf48,P3,Pre,4.488,0.739
C15orf48,P3,Mid,1.39,0.378
C15orf48,P4,Pre,1.275,0.357
C15orf48,P4,Mid,0.894,0.277
C15orf48,P5,Pre,9.512,1.022
C15orf48,P5,Mid,9.007,1
C15orf48,P6,Pre,1.203,0.343
C15orf48,P6,Mid,5.742,0.829
C15orf48,P7,Pre,6.562,0.879
C15orf48,P7,Mid,0.233,0.091
C15orf48,P8,Pre,1.245,0.351
C15orf48,P8,Mid,2.453,0.538
C15orf48,P9,Pre,0.767,0.247
C15orf48,P9,Mid,0,0
C17orf58,P1,Pre,3.128,0.616
C17orf58,P1,Mid,0,0
C17orf58,P2,Pre,2.541,0.549
C17orf58,P2,Mid,1.031,0.308
C17orf58,P3,Pre,5.984,0.844
C17orf58,P3,Mid,1.39,0.378
C17orf58,P4,Pre,1.821,0.45
C17orf58,P4,Mid,4.472,0.738
C17orf58,P5,Pre,5.376,0.805
C17orf58,P5,Mid,3.002,0.602
C17orf58,P6,Pre,4.211,0.717
C17orf58,P6,Mid,0,0
C17orf58,P7,Pre,3.403,0.644
C17orf58,P7,Mid,2.801,0.58
C17orf58,P8,Pre,5.229,0.794
C17orf58,P8,Mid,2.628,0.56
C17orf58,P9,Pre,4.219,0.718
C17orf58,P9,Mid,1.918,0.465
C19orf38,P1,Pre,0,0
C19orf38,P1,Mid,0,0
C19orf38,P2,Pre,0,0
C19orf38,P2,Mid,0,0
C19orf38,P3,Pre,0.499,0.176
C19orf38,P3,Mid,0,0
C19orf38,P4,Pre,0.182,0.073
C19orf38,P4,Mid,0,0
C19orf38,P5,Pre,0,0
C19orf38,P5,Mid,0,0
C19orf38,P6,Pre,0,0
C19orf38,P6,Mid,0,0
C19orf38,P7,Pre,0.081,0.034
C19orf38,P7,Mid,0,0
C19orf38,P8,Pre,0,0
C19orf38,P8,Mid,0,0
C19orf38,P9,Pre,1.151,0.333
C19orf38,P9,Mid,0,0
C1QA,P1,Pre,0.391,0.143
C1QA,P1,Mid,0,0
C1QA,P2,Pre,0.565,0.194
C1QA,P2,Mid,0,0
C1QA,P3,Pre,0,0
C1QA,P3,Mid,0,0
C1QA,P4,Pre,0,0
C1QA,P4,Mid,0,0
C1QA,P5,Pre,0,0
C1QA,P5,Mid,0,0
C1QA,P6,Pre,0,0
C1QA,P6,Mid,0,0
C1QA,P7,Pre,0,0
C1QA,P7,Mid,0,0
C1QA,P8,Pre,0,0
C1QA,P8,Mid,0,0
C1QA,P9,Pre,0,0
C1QA,P9,Mid,0,0
C1QB,P1,Pre,1.173,0.337
C1QB,P1,Mid,0,0
C1QB,P2,Pre,0,0
C1QB,P2,Mid,0,0
C1QB,P3,Pre,0.249,0.097
C1QB,P3,Mid,0,0
C1QB,P4,Pre,0,0
C1QB,P4,Mid,0,0
C1QB,P5,Pre,0,0
C1QB,P5,Mid,0,0
C1QB,P6,Pre,0,0
C1QB,P6,Mid,0,0
C1QB,P7,Pre,0,0
C1QB,P7,Mid,0.233,0.091
C1QB,P8,Pre,0,0
C1QB,P8,Mid,0,0
C1QB,P9,Pre,0,0
C1QB,P9,Mid,0,0
C1QC,P1,Pre,0.782,0.251
C1QC,P1,Mid,0,0
C1QC,P2,Pre,0,0
C1QC,P2,Mid,0,0
C1QC,P3,Pre,0,0
C1QC,P3,Mid,0,0
C1QC,P4,Pre,0,0
C1QC,P4,Mid,0,0
C1QC,P5,Pre,0,0
C1QC,P5,Mid,0,0
C1QC,P6,Pre,0,0
C1QC,P6,Mid,0.638,0.214
C1QC,P7,Pre,0.162,0.065
C1QC,P7,Mid,0,0
C1QC,P8,Pre,0,0
C1QC,P8,Mid,0,0
C1QC,P9,Pre,0,0
C1QC,P9,Mid,0,0
C5AR1,P1,Pre,1.564,0.409
C5AR1,P1,Mid,0,0
C5AR1,P2,Pre,1.694,0.43
C5AR1,P2,Mid,0,0
C5AR1,P3,Pre,0.249,0.097
C5AR1,P3,Mid,0,0
C5AR1,P4,Pre,0,0
C5AR1,P4,Mid,0,0
C5AR1,P5,Pre,0.414,0.15
C5AR1,P5,Mid,0,0
C5AR1,P6,Pre,0,0
C5AR1,P6,Mid,0,0
C5AR1,P7,Pre,0.405,0.148
C5AR1,P7,Mid,0,0
C5AR1,P8,Pre,0.249,0.097
C5AR1,P8,Mid,0,0
C5AR1,P9,Pre,0,0
C5AR1,P9,Mid,0,0
C6orf48,P1,Pre,169.309,2.231
C6orf48,P1,Mid,75.554,1.884
C6orf48,P2,Pre,137.761,2.142
C6orf48,P2,Mid,85.613,1.938
C6orf48,P3,Pre,123.168,2.094
C6orf48,P3,Mid,69.488,1.848
C6orf48,P4,Pre,201.99,2.307
C6orf48,P4,Mid,107.323,2.035
C6orf48,P5,Pre,160.467,2.208
C6orf48,P5,Mid,60.048,1.786
C6orf48,P6,Pre,88.421,1.951
C6orf48,P6,Mid,130.157,2.118
C6orf48,P7,Pre,119.824,2.082
C6orf48,P7,Mid,126.043,2.104
C6orf48,P8,Pre,194.708,2.292
C6orf48,P8,Mid,170.133,2.233
C6orf48,P9,Pre,149.974,2.179
C6orf48,P9,Mid,78.961,1.903
C9orf16,P1,Pre,242.429,2.386
C9orf16,P1,Mid,217.772,2.34
C9orf16,P2,Pre,261.407,2.419
C9orf16,P2,Mid,176.383,2.249
C9orf16,P3,Pre,282.988,2.453
C9orf16,P3,Mid,225.14,2.354
C9orf16,P4,Pre,255.72,2.409
C9orf16,P4,Mid,182.448,2.264
C9orf16,P5,Pre,239.874,2.382
C9orf16,P5,Mid,233.187,2.37
C9orf16,P6,Pre,249.322,2.398
C9orf16,P6,Mid,246.916,2.394
C9orf16,P7,Pre,253.501,2.406
C9orf16,P7,Mid,213.807,2.332
C9orf16,P8,Pre,303.266,2.483
C9orf16,P8,Mid,246.702,2.394
C9orf16,P9,Pre,238.578,2.379
C9orf16,P9,Mid,169.11,2.231
CA12,P1,Pre,0,0
CA12,P1,Mid,0,0
CA12,P2,Pre,0.565,0.194
CA12,P2,Mid,0,0
CA12,P3,Pre,1.247,0.352
CA12,P3,Mid,0,0
CA12,P4,Pre,0.182,0.073
CA12,P4,Mid,0,0
CA12,P5,Pre,0,0
CA12,P5,Mid,0,0
CA12,P6,Pre,0,0
CA12,P6,Mid,0,0
CA12,P7,Pre,0.243,0.094
CA12,P7,Mid,0,0
CA12,P8,Pre,0,0
CA12,P8,Mid,0.701,0.231
CA12,P9,Pre,0,0
CA12,P9,Mid,0.639,0.215
CADM1,P1,Pre,5.083,0.784
CADM1,P1,Mid,0,0
CADM1,P2,Pre,23.713,1.393
CADM1,P2,Mid,0,0
CADM1,P3,Pre,3.989,0.698
CADM1,P3,Mid,0,0
CADM1,P4,Pre,8.014,0.955
CADM1,P4,Mid,0.894,0.277
CADM1,P5,Pre,2.895,0.591
CADM1,P5,Mid,0,0
CADM1,P6,Pre,1.203,0.343
CADM1,P6,Mid,0,0
CADM1,P7,Pre,1.215,0.345
CADM1,P7,Mid,0.467,0.166
CADM1,P8,Pre,4.731,0.758
