gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
OSBPL11	CD8	-2.023	0.341	0.149	1	FALSE	FALSE	FALSE	FALSE
OSBPL1A	CD8	0.949	0.824	0.01	NA	NA	FALSE	FALSE	FALSE
OSBPL2	CD8	-0.988	0.706	-0.087	1	FALSE	FALSE	FALSE	FALSE
OSBPL3	CD8	0.036	0.994	-0.113	1	FALSE	FALSE	FALSE	FALSE
OSBPL5	CD8	-0.056	0.993	-0.866	NA	NA	FALSE	FALSE	FALSE
OSBPL6	CD8	-0.053	0.994	-1.722	NA	NA	FALSE	FALSE	FALSE
OSBPL7	CD8	-1.965	0.528	0.001	1	FALSE	FALSE	FALSE	FALSE
OSBPL8	CD8	-0.185	0.973	0.39	0.753	FALSE	FALSE	FALSE	FALSE
OSBPL9	CD8	0.325	0.947	-0.3	1	FALSE	FALSE	FALSE	FALSE
OSCAR	CD8	-1.223	NA	-0.296	NA	NA	NA	FALSE	FALSE
OSCP1	CD8	-2.47	0.585	-0.527	NA	NA	FALSE	FALSE	FALSE
OSER1	CD8	0.417	0.907	-0.233	1	FALSE	FALSE	FALSE	FALSE
OSGEP	CD8	-0.927	0.776	0.059	1	FALSE	FALSE	FALSE	FALSE
OSGEPL1	CD8	-0.12	0.984	-0.5	1	FALSE	FALSE	FALSE	FALSE
OSGEPL1-AS1	CD8	1.272	NA	-0.135	NA	NA	NA	FALSE	FALSE
OSGIN1	CD8	0.145	NA	-1.107	NA	NA	NA	FALSE	FALSE
OSGIN2	CD8	-0.153	0.984	0.125	1	FALSE	FALSE	FALSE	FALSE
OSM	CD8	-3.979	0.175	0.961	NA	NA	FALSE	FALSE	FALSE
OSMR	CD8	-2.819	0.358	-0.865	NA	NA	FALSE	FALSE	FALSE
OSMR-AS1	CD8	-1.217	0.87	NA	NA	NA	FALSE	FALSE	FALSE
OSR1	CD8	-0.508	NA	NA	NA	NA	NA	FALSE	FALSE
OSR2	CD8	0.239	0.991	NA	NA	NA	FALSE	FALSE	FALSE
OST4	CD8	0.953	0.798	-0.163	1	FALSE	FALSE	FALSE	FALSE
OSTC	CD8	0.926	0.751	0.118	1	FALSE	FALSE	FALSE	FALSE
OSTF1	CD8	0.969	0.719	0.052	1	FALSE	FALSE	FALSE	FALSE
OSTM1	CD8	-1.019	0.742	-0.141	1	FALSE	FALSE	FALSE	FALSE
OSTM1-AS1	CD8	-0.493	NA	NA	NA	NA	NA	FALSE	FALSE
OSTN	CD8	0.99	NA	NA	NA	NA	NA	FALSE	FALSE
OSTN-AS1	CD8	0.92	NA	NA	NA	NA	NA	FALSE	FALSE
OTC	CD8	0.26	NA	NA	NA	NA	NA	FALSE	FALSE
OTOA	CD8	-1.165	0.824	-0.891	NA	NA	FALSE	FALSE	FALSE
OTOF	CD8	-1.447	0.812	-0.154	NA	NA	FALSE	FALSE	FALSE
OTOG	CD8	-0.202	0.981	NA	NA	NA	FALSE	FALSE	FALSE
OTOGL	CD8	-0.123	0.99	NA	NA	NA	FALSE	FALSE	FALSE
OTOL1	CD8	1.48	NA	NA	NA	NA	NA	FALSE	FALSE
OTOP1	CD8	0.425	NA	NA	NA	NA	NA	FALSE	FALSE
OTOP2	CD8	1.067	NA	NA	NA	NA	NA	FALSE	FALSE
OTOP3	CD8	-0.218	NA	NA	NA	NA	NA	FALSE	FALSE
OTOR	CD8	-1.576	0.837	NA	NA	NA	FALSE	FALSE	FALSE
OTOS	CD8	0.015	NA	NA	NA	NA	NA	FALSE	FALSE
OTP	CD8	1.143	NA	NA	NA	NA	NA	FALSE	FALSE
OTUB1	CD8	0.226	0.966	-0.128	1	FALSE	FALSE	FALSE	FALSE
OTUB2	CD8	2.909	0.134	-0.752	NA	NA	FALSE	FALSE	FALSE
OTUD1	CD8	-1.192	0.65	0.88	0.577	FALSE	FALSE	FALSE	FALSE
OTUD3	CD8	0.418	0.954	0.476	1	FALSE	FALSE	FALSE	FALSE
OTUD4	CD8	-0.457	0.923	0.073	1	FALSE	FALSE	FALSE	FALSE
OTUD5	CD8	-1.336	0.679	0.271	1	FALSE	FALSE	FALSE	FALSE
OTUD6A	CD8	-0.69	NA	NA	NA	NA	NA	FALSE	FALSE
OTUD6B	CD8	0.954	0.799	-0.721	0.618	FALSE	FALSE	FALSE	FALSE
OTUD6B-AS1	CD8	1.846	0.452	-0.356	0.813	FALSE	FALSE	FALSE	FALSE
OTUD7A	CD8	-1.957	0.53	0.678	0.935	FALSE	FALSE	FALSE	FALSE
OTUD7B	CD8	-0.17	0.972	0.565	0.982	FALSE	FALSE	FALSE	FALSE
OTULIN	CD8	0.773	0.809	-0.079	1	FALSE	FALSE	FALSE	FALSE
OTX1	CD8	-0.011	NA	-0.871	NA	NA	NA	FALSE	FALSE
OTX2	CD8	0.918	NA	NA	NA	NA	NA	FALSE	FALSE
OTX2-AS1	CD8	0.658	0.947	NA	NA	NA	FALSE	FALSE	FALSE
OVAAL	CD8	2.282	NA	NA	NA	NA	NA	FALSE	FALSE
OVCA2	CD8	NA	NA	-1.111	NA	NA	NA	FALSE	FALSE
OVCH1	CD8	3.177	0.344	NA	NA	NA	FALSE	FALSE	FALSE
OVCH1-AS1	CD8	-1.409	0.796	0.258	NA	NA	FALSE	FALSE	FALSE
OVCH2	CD8	-2.974	NA	NA	NA	NA	NA	FALSE	FALSE
OVGP1	CD8	-1.491	0.779	0.462	NA	NA	FALSE	FALSE	FALSE
OVOL1	CD8	0.411	NA	NA	NA	NA	NA	FALSE	FALSE
OVOL1-AS1	CD8	1.911	NA	NA	NA	NA	NA	FALSE	FALSE
OVOL2	CD8	-0.498	NA	NA	NA	NA	NA	FALSE	FALSE
OVOL3	CD8	0.751	NA	NA	NA	NA	NA	FALSE	FALSE
OXA1L	CD8	-0.194	0.964	-0.176	1	FALSE	FALSE	FALSE	FALSE
OXCT1	CD8	-0.432	0.926	0.297	1	FALSE	FALSE	FALSE	FALSE
OXCT2	CD8	0.007	NA	-1.595	NA	NA	NA	FALSE	FALSE
OXER1	CD8	-3.14	0.448	NA	NA	NA	FALSE	FALSE	FALSE
OXGR1	CD8	1.096	NA	NA	NA	NA	NA	FALSE	FALSE
OXLD1	CD8	0.115	0.984	0.375	0.949	FALSE	FALSE	FALSE	FALSE
OXNAD1	CD8	0.267	0.962	0.339	1	FALSE	FALSE	FALSE	FALSE
OXR1	CD8	-0.117	0.985	0.226	1	FALSE	FALSE	FALSE	FALSE
OXSM	CD8	-1.09	0.7	0.041	1	FALSE	FALSE	FALSE	FALSE
OXSR1	CD8	0.225	0.962	0.091	1	FALSE	FALSE	FALSE	FALSE
OXT	CD8	2.295	NA	0.098	NA	NA	NA	FALSE	FALSE
OXTR	CD8	3.207	0.556	-0.93	NA	NA	FALSE	FALSE	FALSE
P2RX1	CD8	-0.547	0.964	-0.814	NA	NA	FALSE	FALSE	FALSE
P2RX2	CD8	0.76	NA	NA	NA	NA	NA	FALSE	FALSE
P2RX3	CD8	-1.507	0.92	NA	NA	NA	FALSE	FALSE	FALSE
P2RX4	CD8	-0.193	0.974	0.035	1	FALSE	FALSE	FALSE	FALSE
P2RX5	CD8	-0.555	0.895	0.58	1	FALSE	FALSE	FALSE	FALSE
P2RX5-TAX1BP3	CD8	0.305	0.966	1.06	NA	NA	FALSE	FALSE	FALSE
P2RX6	CD8	0.119	NA	-1.309	NA	NA	NA	FALSE	FALSE
P2RX7	CD8	-4.151	0.125	0.516	NA	NA	FALSE	FALSE	FALSE
P2RY1	CD8	-1.212	0.888	-0.872	NA	NA	FALSE	FALSE	FALSE
P2RY10	CD8	0.094	0.984	0.026	1	FALSE	FALSE	FALSE	FALSE
P2RY11	CD8	0.26	NA	-0.133	NA	NA	NA	FALSE	FALSE
P2RY12	CD8	-2.343	NA	NA	NA	NA	NA	FALSE	FALSE
P2RY13	CD8	0.112	NA	-1.499	NA	NA	NA	FALSE	FALSE
P2RY14	CD8	1.304	0.776	0.98	NA	NA	FALSE	FALSE	FALSE
P2RY2	CD8	-0.773	NA	NA	NA	NA	NA	FALSE	FALSE
P2RY4	CD8	0.154	NA	-1.333	NA	NA	NA	FALSE	FALSE
P2RY6	CD8	0.273	NA	NA	NA	NA	NA	FALSE	FALSE
P2RY8	CD8	NA	NA	-0.017	1	FALSE	NA	FALSE	FALSE
P3H1	CD8	-1.2	0.776	0.091	1	FALSE	FALSE	FALSE	FALSE
P3H2	CD8	-1.014	0.875	NA	NA	NA	FALSE	FALSE	FALSE
P3H2-AS1	CD8	0.074	NA	NA	NA	NA	NA	FALSE	FALSE
P3H3	CD8	-3.883	0.078	0.068	NA	NA	FALSE	FALSE	FALSE
P3H4	CD8	0.236	0.974	0.465	NA	NA	FALSE	FALSE	FALSE
P4HA1	CD8	-1.162	0.694	0.313	0.992	FALSE	FALSE	FALSE	FALSE
P4HA2	CD8	0.405	0.948	0.055	NA	NA	FALSE	FALSE	FALSE
P4HA2-AS1	CD8	0.751	NA	NA	NA	NA	NA	FALSE	FALSE
P4HA3	CD8	3.056	0.43	-0.787	NA	NA	FALSE	FALSE	FALSE
P4HB	CD8	-1.95	0.323	0.396	0.745	FALSE	FALSE	FALSE	FALSE
P4HTM	CD8	-2.157	0.291	-0.03	1	FALSE	FALSE	FALSE	FALSE
PA2G4	CD8	0.364	0.918	-0.35	0.699	FALSE	FALSE	FALSE	FALSE
PAAF1	CD8	1.024	0.79	0.507	0.998	FALSE	FALSE	FALSE	FALSE
PABPC1	CD8	-0.039	0.993	0.119	1	FALSE	FALSE	FALSE	FALSE
PABPC1L	CD8	-1.356	0.659	-0.32	1	FALSE	FALSE	FALSE	FALSE
PABPC1L2A	CD8	1.015	NA	NA	NA	NA	NA	FALSE	FALSE
PABPC1L2B	CD8	1.059	NA	NA	NA	NA	NA	FALSE	FALSE
PABPC1L2B-AS1	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
PABPC3	CD8	0.358	0.935	0.229	NA	NA	FALSE	FALSE	FALSE
PABPC4	CD8	-0.753	0.81	-0.066	1	FALSE	FALSE	FALSE	FALSE
PABPC4L	CD8	-0.874	NA	NA	NA	NA	NA	FALSE	FALSE
PABPC5	CD8	-0.463	NA	NA	NA	NA	NA	FALSE	FALSE
PABPC5-AS1	CD8	0.424	NA	NA	NA	NA	NA	FALSE	FALSE
PABPN1	CD8	-0.809	0.782	-0.067	1	FALSE	FALSE	FALSE	FALSE
PABPN1L	CD8	1.428	NA	NA	NA	NA	NA	FALSE	FALSE
PACERR	CD8	0.275	NA	NA	NA	NA	NA	FALSE	FALSE
PACRG	CD8	1.425	0.744	-2.198	NA	NA	FALSE	FALSE	FALSE
PACRG-AS1	CD8	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
PACRG-AS2	CD8	0.53	NA	NA	NA	NA	NA	FALSE	FALSE
PACRG-AS3	CD8	1.089	0.89	NA	NA	NA	FALSE	FALSE	FALSE
PACRGL	CD8	-1.096	0.827	-0.487	NA	NA	FALSE	FALSE	FALSE
PACS1	CD8	-1.365	0.619	0.148	1	FALSE	FALSE	FALSE	FALSE
PACS2	CD8	-1.224	0.682	-0.327	1	FALSE	FALSE	FALSE	FALSE
PACSIN1	CD8	2.407	0.629	0.146	NA	NA	FALSE	FALSE	FALSE
PACSIN2	CD8	-1.414	0.716	0.036	1	FALSE	FALSE	FALSE	FALSE
PACSIN3	CD8	-3.446	0.15	0.168	NA	NA	FALSE	FALSE	FALSE
PADI1	CD8	-0.374	0.962	NA	NA	NA	FALSE	FALSE	FALSE
PADI2	CD8	-2.112	0.71	-1.067	NA	NA	FALSE	FALSE	FALSE
PADI3	CD8	0.144	NA	NA	NA	NA	NA	FALSE	FALSE
PADI4	CD8	-1.195	0.88	-0.397	NA	NA	FALSE	FALSE	FALSE
PADI6	CD8	1.792	NA	-1.333	NA	NA	NA	FALSE	FALSE
PAEP	CD8	0.63	NA	NA	NA	NA	NA	FALSE	FALSE
PAF1	CD8	0.287	0.959	-0.089	1	FALSE	FALSE	FALSE	FALSE
PAFAH1B1	CD8	1.401	0.51	0.093	1	FALSE	FALSE	FALSE	FALSE
PAFAH1B2	CD8	1.027	0.723	0.315	0.976	FALSE	FALSE	FALSE	FALSE
PAFAH1B3	CD8	0.955	0.796	-0.068	1	FALSE	FALSE	FALSE	FALSE
PAFAH2	CD8	-1.586	0.549	-0.069	1	FALSE	FALSE	FALSE	FALSE
PAG1	CD8	-1.507	0.444	0.167	1	FALSE	FALSE	FALSE	FALSE
PAGE1	CD8	0.016	NA	NA	NA	NA	NA	FALSE	FALSE
PAGE2	CD8	0.002	NA	NA	NA	NA	NA	FALSE	FALSE
PAGE2B	CD8	0.333	NA	NA	NA	NA	NA	FALSE	FALSE
PAGE3	CD8	1.351	NA	NA	NA	NA	NA	FALSE	FALSE
PAGE4	CD8	0.764	NA	NA	NA	NA	NA	FALSE	FALSE
PAGE5	CD8	0.259	NA	0.175	NA	NA	NA	FALSE	FALSE
PAGR1	CD8	-1.436	0.709	-0.321	1	FALSE	FALSE	FALSE	FALSE
PAH	CD8	-0.128	0.989	NA	NA	NA	FALSE	FALSE	FALSE
PAICS	CD8	-1.341	0.541	0.09	1	FALSE	FALSE	FALSE	FALSE
PAIP1	CD8	0.109	0.983	-0.267	1	FALSE	FALSE	FALSE	FALSE
PAIP2	CD8	0.873	0.772	-0.378	0.778	FALSE	FALSE	FALSE	FALSE
PAIP2B	CD8	-2.248	0.37	0.133	NA	NA	FALSE	FALSE	FALSE
PAK1	CD8	-1.305	0.69	-0.419	1	FALSE	FALSE	FALSE	FALSE
PAK1IP1	CD8	0.659	0.905	-0.639	0.607	FALSE	FALSE	FALSE	FALSE
PAK2	CD8	-0.422	0.918	0.187	1	FALSE	FALSE	FALSE	FALSE
PAK3	CD8	0.37	0.948	1.689	NA	NA	FALSE	FALSE	FALSE
PAK4	CD8	0.43	0.958	0.199	1	FALSE	FALSE	FALSE	FALSE
PAK5	CD8	0.075	NA	NA	NA	NA	NA	FALSE	FALSE
PAK6	CD8	-4.439	0.054	-1.881	NA	NA	FALSE	FALSE	FALSE
PALB2	CD8	1.227	0.603	0.049	1	FALSE	FALSE	FALSE	FALSE
PALD1	CD8	-1.365	0.809	NA	NA	NA	FALSE	FALSE	FALSE
PALLD	CD8	0.6	0.92	0.936	NA	NA	FALSE	FALSE	FALSE
PALM	CD8	0.697	NA	NA	NA	NA	NA	FALSE	FALSE
PALM2	CD8	-1.513	NA	-1.631	NA	NA	NA	FALSE	FALSE
PALM2-AKAP2	CD8	0.112	NA	NA	NA	NA	NA	FALSE	FALSE
PALM3	CD8	-0.667	NA	-1.096	NA	NA	NA	FALSE	FALSE
PALMD	CD8	-1.465	0.821	NA	NA	NA	FALSE	FALSE	FALSE
PAM	CD8	-1.393	0.602	0.177	1	FALSE	FALSE	FALSE	FALSE
PAM16	CD8	-0.046	0.993	-0.535	NA	NA	FALSE	FALSE	FALSE
PAMR1	CD8	-0.155	NA	NA	NA	NA	NA	FALSE	FALSE
PAN2	CD8	-1.602	0.689	0.517	NA	NA	FALSE	FALSE	FALSE
PAN3	CD8	0.437	0.916	-0.024	1	FALSE	FALSE	FALSE	FALSE
PAN3-AS1	CD8	0.656	0.932	-0.951	NA	NA	FALSE	FALSE	FALSE
PANCR	CD8	0.005	NA	NA	NA	NA	NA	FALSE	FALSE
PANDAR	CD8	-0.064	NA	NA	NA	NA	NA	FALSE	FALSE
PANK1	CD8	-0.457	0.925	0.809	NA	NA	FALSE	FALSE	FALSE
PANK2	CD8	-0.909	0.834	0.145	1	FALSE	FALSE	FALSE	FALSE
PANK3	CD8	-0.665	0.846	0.102	1	FALSE	FALSE	FALSE	FALSE
PANK4	CD8	-2.038	0.467	-0.396	1	FALSE	FALSE	FALSE	FALSE
PANO1	CD8	-1.029	NA	0.353	NA	NA	NA	FALSE	FALSE
PANX1	CD8	-5.804	0.01	-0.02	NA	NA	TRUE	FALSE	FALSE
PANX2	CD8	2.537	NA	-0.707	NA	NA	NA	FALSE	FALSE
PANX3	CD8	0.383	NA	NA	NA	NA	NA	FALSE	FALSE
PAOX	CD8	-2.417	0.415	0.388	1	FALSE	FALSE	FALSE	FALSE
PAPLN	CD8	-0.848	0.839	0.628	NA	NA	FALSE	FALSE	FALSE
PAPOLA	CD8	0.593	0.854	-0.092	1	FALSE	FALSE	FALSE	FALSE
PAPOLB	CD8	0.279	NA	NA	NA	NA	NA	FALSE	FALSE
PAPOLG	CD8	0.526	0.901	-0.374	0.993	FALSE	FALSE	FALSE	FALSE
PAPPA	CD8	-0.384	0.966	-0.47	NA	NA	FALSE	FALSE	FALSE
PAPPA-AS1	CD8	NA	NA	-2.173	NA	NA	NA	FALSE	FALSE
PAPPA-AS2	CD8	-0.107	NA	NA	NA	NA	NA	FALSE	FALSE
PAPPA2	CD8	-0.291	0.975	NA	NA	NA	FALSE	FALSE	FALSE
PAPSS1	CD8	-0.335	0.934	0.246	1	FALSE	FALSE	FALSE	FALSE
PAPSS2	CD8	-0.096	0.988	-0.465	NA	NA	FALSE	FALSE	FALSE
PAQR3	CD8	-0.664	0.908	-0.166	1	FALSE	FALSE	FALSE	FALSE
PAQR4	CD8	-2.493	0.582	0.636	1	FALSE	FALSE	FALSE	FALSE
PAQR5	CD8	0.189	NA	-1.276	NA	NA	NA	FALSE	FALSE
PAQR6	CD8	3.275	NA	1.64	NA	NA	NA	FALSE	FALSE
PAQR7	CD8	0.508	NA	1.368	NA	NA	NA	FALSE	FALSE
PAQR8	CD8	-0.957	0.816	-0.226	1	FALSE	FALSE	FALSE	FALSE
PAQR9	CD8	-0.212	NA	NA	NA	NA	NA	FALSE	FALSE
PAQR9-AS1	CD8	-0.513	NA	-1.096	NA	NA	NA	FALSE	FALSE
PARD3	CD8	-3.619	0.278	-0.814	NA	NA	FALSE	FALSE	FALSE
PARD3-AS1	CD8	1.487	NA	NA	NA	NA	NA	FALSE	FALSE
PARD3B	CD8	-0.583	0.937	-1.261	NA	NA	FALSE	FALSE	FALSE
PARD6A	CD8	0.923	0.849	-0.096	1	FALSE	FALSE	FALSE	FALSE
PARD6B	CD8	0.924	0.814	0.072	1	FALSE	FALSE	FALSE	FALSE
PARD6G	CD8	1.193	0.794	0.855	0.963	FALSE	FALSE	FALSE	FALSE
PARD6G-AS1	CD8	-2.552	0.68	-0.086	NA	NA	FALSE	FALSE	FALSE
PARG	CD8	-1.234	0.696	0.71	0.692	FALSE	FALSE	FALSE	FALSE
PARK7	CD8	0.701	0.819	-0.105	1	FALSE	FALSE	FALSE	FALSE
PARL	CD8	0.555	0.889	0.107	1	FALSE	FALSE	FALSE	FALSE
PARM1	CD8	-0.104	NA	NA	NA	NA	NA	FALSE	FALSE
PARN	CD8	-1.025	0.693	0.232	1	FALSE	FALSE	FALSE	FALSE
PARP1	CD8	-0.627	0.863	0.229	0.992	FALSE	FALSE	FALSE	FALSE
PARP10	CD8	-1.365	0.705	-0.491	0.982	FALSE	FALSE	FALSE	FALSE
PARP11	CD8	0.05	0.993	-0.212	1	FALSE	FALSE	FALSE	FALSE
PARP12	CD8	-0.067	0.992	0.127	1	FALSE	FALSE	FALSE	FALSE
PARP14	CD8	-0.233	0.959	-0.109	1	FALSE	FALSE	FALSE	FALSE
PARP15	CD8	-0.056	0.992	-0.376	0.992	FALSE	FALSE	FALSE	FALSE
PARP16	CD8	-1.791	0.607	0.003	1	FALSE	FALSE	FALSE	FALSE
PARP2	CD8	-0.327	0.94	-0.442	1	FALSE	FALSE	FALSE	FALSE
PARP3	CD8	-3.169	0.3	0.467	NA	NA	FALSE	FALSE	FALSE
PARP4	CD8	-0.674	0.865	0.422	0.749	FALSE	FALSE	FALSE	FALSE
PARP6	CD8	-0.57	0.907	0.034	1	FALSE	FALSE	FALSE	FALSE
PARP8	CD8	-0.186	0.975	0.142	1	FALSE	FALSE	FALSE	FALSE
PARP9	CD8	-0.179	0.966	-0.262	1	FALSE	FALSE	FALSE	FALSE
PARPBP	CD8	-0.888	0.873	1.027	NA	NA	FALSE	FALSE	FALSE
PARS2	CD8	0.626	0.92	0.3	NA	NA	FALSE	FALSE	FALSE
PART1	CD8	-0.109	0.992	-2.153	NA	NA	FALSE	FALSE	FALSE
PARVA	CD8	-0.299	0.975	-1.111	NA	NA	FALSE	FALSE	FALSE
PARVB	CD8	0.935	0.781	1.694	0.21	FALSE	FALSE	FALSE	FALSE
PARVG	CD8	-0.824	0.813	-0.493	0.91	FALSE	FALSE	FALSE	FALSE
PASD1	CD8	1.02	NA	NA	NA	NA	NA	FALSE	FALSE
PASK	CD8	0.578	0.873	0.575	0.352	FALSE	FALSE	FALSE	FALSE
PATE1	CD8	1.423	NA	NA	NA	NA	NA	FALSE	FALSE
PATE2	CD8	1.063	NA	NA	NA	NA	NA	FALSE	FALSE
PATE3	CD8	-0.174	NA	NA	NA	NA	NA	FALSE	FALSE
PATE4	CD8	1.113	NA	NA	NA	NA	NA	FALSE	FALSE
PATJ	CD8	-0.315	0.956	0.324	1	FALSE	FALSE	FALSE	FALSE
PATL1	CD8	-0.697	0.889	-0.325	1	FALSE	FALSE	FALSE	FALSE
PATL2	CD8	0.814	0.85	0.011	1	FALSE	FALSE	FALSE	FALSE
PATZ1	CD8	-1.666	0.556	-0.258	1	FALSE	FALSE	FALSE	FALSE
PAWR	CD8	-0.516	0.946	0.555	NA	NA	FALSE	FALSE	FALSE
PAX1	CD8	-1.964	NA	NA	NA	NA	NA	FALSE	FALSE
PAX2	CD8	1.91	NA	NA	NA	NA	NA	FALSE	FALSE
PAX3	CD8	0.081	NA	NA	NA	NA	NA	FALSE	FALSE
PAX4	CD8	0.689	NA	NA	NA	NA	NA	FALSE	FALSE
PAX5	CD8	1.824	0.716	-1.301	NA	NA	FALSE	FALSE	FALSE
PAX6	CD8	-0.88	0.865	-2.002	NA	NA	FALSE	FALSE	FALSE
PAX7	CD8	1.21	0.879	NA	NA	NA	FALSE	FALSE	FALSE
PAX8	CD8	-0.647	0.919	-0.803	NA	NA	FALSE	FALSE	FALSE
PAX9	CD8	-1.749	NA	NA	NA	NA	NA	FALSE	FALSE
PAXBP1	CD8	-0.145	0.978	0.352	0.938	FALSE	FALSE	FALSE	FALSE
PAXBP1-AS1	CD8	-1.583	0.756	-0.493	NA	NA	FALSE	FALSE	FALSE
PAXIP1	CD8	1.127	0.796	0.325	1	FALSE	FALSE	FALSE	FALSE
PAXIP1-AS1	CD8	-1.271	0.662	0.314	1	FALSE	FALSE	FALSE	FALSE
PAXIP1-AS2	CD8	-1.572	0.708	-0.427	1	FALSE	FALSE	FALSE	FALSE
PBDC1	CD8	0.627	0.846	-0.189	1	FALSE	FALSE	FALSE	FALSE
PBK	CD8	9.021	0	0.116	NA	NA	TRUE	FALSE	FALSE
PBLD	CD8	-1.119	0.812	0.697	NA	NA	FALSE	FALSE	FALSE
PBOV1	CD8	-0.014	NA	NA	NA	NA	NA	FALSE	FALSE
PBRM1	CD8	-0.592	0.845	-0.196	1	FALSE	FALSE	FALSE	FALSE
PBX1	CD8	-0.767	0.891	-0.549	NA	NA	FALSE	FALSE	FALSE
PBX2	CD8	0.77	0.895	0.127	1	FALSE	FALSE	FALSE	FALSE
PBX3	CD8	-1.089	0.709	0.391	1	FALSE	FALSE	FALSE	FALSE
PBX4	CD8	0.06	0.992	0.319	1	FALSE	FALSE	FALSE	FALSE
PBXIP1	CD8	-1.518	0.562	-0.041	1	FALSE	FALSE	FALSE	FALSE
PC	CD8	0.524	0.921	0.254	NA	NA	FALSE	FALSE	FALSE
PCA3	CD8	-0.729	NA	-1.276	NA	NA	NA	FALSE	FALSE
PCAT1	CD8	-3.582	0.252	1.092	NA	NA	FALSE	FALSE	FALSE
PCAT14	CD8	3.126	NA	NA	NA	NA	NA	FALSE	FALSE
PCAT18	CD8	1.956	NA	NA	NA	NA	NA	FALSE	FALSE
PCAT19	CD8	-2.515	0.532	-2.973	NA	NA	FALSE	FALSE	FALSE
PCAT4	CD8	0.075	NA	NA	NA	NA	NA	FALSE	FALSE
PCAT5	CD8	0.525	NA	NA	NA	NA	NA	FALSE	FALSE
PCAT6	CD8	-1.623	0.776	0.336	NA	NA	FALSE	FALSE	FALSE
PCAT7	CD8	1.088	0.949	NA	NA	NA	FALSE	FALSE	FALSE
PCBD1	CD8	1.384	0.573	0.048	1	FALSE	FALSE	FALSE	FALSE
PCBD2	CD8	1.576	0.65	0.482	1	FALSE	FALSE	FALSE	FALSE
PCBP1	CD8	-0.204	0.971	-0.169	1	FALSE	FALSE	FALSE	FALSE
PCBP2	CD8	0.169	0.972	-0.34	0.869	FALSE	FALSE	FALSE	FALSE
PCBP3	CD8	0.379	0.957	-0.481	NA	NA	FALSE	FALSE	FALSE
PCBP4	CD8	-3.307	0.2	0.296	1	FALSE	FALSE	FALSE	FALSE
PCCA	CD8	-0.058	0.992	0.326	1	FALSE	FALSE	FALSE	FALSE
PCCA-AS1	CD8	-1.831	NA	NA	NA	NA	NA	FALSE	FALSE
PCCB	CD8	-0.458	0.908	0.52	1	FALSE	FALSE	FALSE	FALSE
PCDH1	CD8	-0.496	0.966	-1.279	NA	NA	FALSE	FALSE	FALSE
PCDH10	CD8	0.013	0.998	NA	NA	NA	FALSE	FALSE	FALSE
PCDH11X	CD8	-0.563	0.954	-2.485	NA	NA	FALSE	FALSE	FALSE
PCDH11Y	CD8	2.57	NA	-0.83	NA	NA	NA	FALSE	FALSE
PCDH12	CD8	-0.181	0.984	-1.537	NA	NA	FALSE	FALSE	FALSE
PCDH15	CD8	0.531	0.954	NA	NA	NA	FALSE	FALSE	FALSE
PCDH17	CD8	1.456	0.813	-1.279	NA	NA	FALSE	FALSE	FALSE
PCDH18	CD8	0.269	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH19	CD8	1.424	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH20	CD8	0.498	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH7	CD8	-0.199	0.984	NA	NA	NA	FALSE	FALSE	FALSE
PCDH8	CD8	0.417	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH9	CD8	0.864	0.898	-0.665	NA	NA	FALSE	FALSE	FALSE
PCDH9-AS1	CD8	-0.064	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH9-AS2	CD8	0.795	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH9-AS3	CD8	-0.109	NA	NA	NA	NA	NA	FALSE	FALSE
PCDH9-AS4	CD8	0.897	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA1	CD8	-0.337	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA10	CD8	0.84	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA11	CD8	0.031	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA12	CD8	-0.699	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA13	CD8	0.671	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA2	CD8	1.243	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA3	CD8	0.598	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA4	CD8	-0.037	0.996	NA	NA	NA	FALSE	FALSE	FALSE
PCDHA5	CD8	1.084	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA6	CD8	0.525	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA7	CD8	0.074	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA8	CD8	-0.427	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHA9	CD8	-1.475	0.821	NA	NA	NA	FALSE	FALSE	FALSE
PCDHAC1	CD8	-0.226	NA	NA	NA	NA	NA	FALSE	FALSE
PCDHAC2	CD8	0.048	NA	NA	NA	NA	NA	FALSE	FALSE
