gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
AC010967.1	Teff	-0.232	NA	NA	NA	NA	NA	FALSE	FALSE
AC010967.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC010969.1	Teff	0.37	NA	NA	NA	NA	NA	FALSE	FALSE
AC010975.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC010976.2	Teff	-1.545	0.939	NA	NA	NA	FALSE	FALSE	FALSE
AC010980.2	Teff	0.443	NA	NA	NA	NA	NA	FALSE	FALSE
AC010983.1	Teff	1.259	NA	-2.578	NA	NA	NA	FALSE	FALSE
AC011193.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC011239.1	Teff	1.578	NA	NA	NA	NA	NA	FALSE	FALSE
AC011243.1	Teff	-1.2	0.991	NA	NA	NA	FALSE	FALSE	FALSE
AC011306.1	Teff	0.368	NA	NA	NA	NA	NA	FALSE	FALSE
AC011516.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC011518.1	Teff	0.71	NA	NA	NA	NA	NA	FALSE	FALSE
AC011524.1	Teff	0.351	NA	NA	NA	NA	NA	FALSE	FALSE
AC011524.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC011525.2	Teff	-0.292	NA	NA	NA	NA	NA	FALSE	FALSE
AC011625.1	Teff	-1.036	NA	NA	NA	NA	NA	FALSE	FALSE
AC011752.1	Teff	2.075	NA	NA	NA	NA	NA	FALSE	FALSE
AC011995.1	Teff	-0.541	NA	NA	NA	NA	NA	FALSE	FALSE
AC011997.1	Teff	2.107	NA	-2.61	NA	NA	NA	FALSE	FALSE
AC012065.4	Teff	0.993	NA	-2.181	NA	NA	NA	FALSE	FALSE
AC012123.1	Teff	1.091	0.995	NA	NA	NA	FALSE	FALSE	FALSE
AC012306.2	Teff	0.34	NA	1.214	NA	NA	NA	FALSE	FALSE
AC012322.1	Teff	0.153	NA	NA	NA	NA	NA	FALSE	FALSE
AC012361.1	Teff	1	NA	NA	NA	NA	NA	FALSE	FALSE
AC012363.1	Teff	0.338	NA	-2.578	NA	NA	NA	FALSE	FALSE
AC012368.1	Teff	-0.363	NA	-0.877	NA	NA	NA	FALSE	FALSE
AC012370.2	Teff	0.337	NA	NA	NA	NA	NA	FALSE	FALSE
AC012445.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC012451.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC012462.1	Teff	-0.278	NA	NA	NA	NA	NA	FALSE	FALSE
AC012462.2	Teff	1.73	NA	NA	NA	NA	NA	FALSE	FALSE
AC012462.3	Teff	1.666	NA	NA	NA	NA	NA	FALSE	FALSE
AC012485.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC012494.1	Teff	1.338	NA	NA	NA	NA	NA	FALSE	FALSE
AC012499.1	Teff	-0.362	NA	NA	NA	NA	NA	FALSE	FALSE
AC012506.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC012506.2	Teff	0.638	NA	NA	NA	NA	NA	FALSE	FALSE
AC012506.3	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC012506.4	Teff	0.142	NA	NA	NA	NA	NA	FALSE	FALSE
AC012507.4	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
AC012531.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC012593.1	Teff	1.37	0.99	NA	NA	NA	FALSE	FALSE	FALSE
AC012594.1	Teff	-0.418	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC012613.2	Teff	2.093	0.946	NA	NA	NA	FALSE	FALSE	FALSE
AC012668.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC012668.2	Teff	-0.041	0.998	NA	NA	NA	FALSE	FALSE	FALSE
AC012668.3	Teff	0.99	NA	NA	NA	NA	NA	FALSE	FALSE
AC013264.1	Teff	NA	NA	-0.254	NA	NA	NA	FALSE	FALSE
AC013286.1	Teff	-0.394	NA	NA	NA	NA	NA	FALSE	FALSE
AC013401.1	Teff	0.338	NA	NA	NA	NA	NA	FALSE	FALSE
AC013402.3	Teff	1.474	NA	NA	NA	NA	NA	FALSE	FALSE
AC013448.1	Teff	0.341	NA	-2.61	NA	NA	NA	FALSE	FALSE
AC013448.2	Teff	0.842	NA	NA	NA	NA	NA	FALSE	FALSE
AC013472.3	Teff	1.655	0.956	-2.007	NA	NA	FALSE	FALSE	FALSE
AC013727.1	Teff	0.468	NA	NA	NA	NA	NA	FALSE	FALSE
AC013727.2	Teff	-1.104	NA	NA	NA	NA	NA	FALSE	FALSE
AC015849.2	Teff	2.46	0.739	-2.626	NA	NA	FALSE	FALSE	FALSE
AC015923.1	Teff	4.548	NA	NA	NA	NA	NA	FALSE	FALSE
AC015987.1	Teff	1.182	0.996	-1.374	NA	NA	FALSE	FALSE	FALSE
AC016292.1	Teff	-1.743	NA	NA	NA	NA	NA	FALSE	FALSE
AC016644.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC016710.1	Teff	-0.362	NA	NA	NA	NA	NA	FALSE	FALSE
AC016716.2	Teff	0.353	NA	NA	NA	NA	NA	FALSE	FALSE
AC016722.3	Teff	-0.363	NA	-1.66	NA	NA	NA	FALSE	FALSE
AC016730.1	Teff	0.336	NA	NA	NA	NA	NA	FALSE	FALSE
AC016735.1	Teff	-1.664	NA	NA	NA	NA	NA	FALSE	FALSE
AC016751.2	Teff	0.405	NA	NA	NA	NA	NA	FALSE	FALSE
AC016831.5	Teff	0.34	NA	0.506	0.8	FALSE	NA	FALSE	FALSE
AC016831.6	Teff	0.609	NA	NA	NA	NA	NA	FALSE	FALSE
AC016831.7	Teff	2.139	0.707	-0.246	0.863	FALSE	FALSE	FALSE	FALSE
AC016903.1	Teff	0.99	NA	NA	NA	NA	NA	FALSE	FALSE
AC016903.2	Teff	0.337	NA	NA	NA	NA	NA	FALSE	FALSE
AC016907.2	Teff	0.339	NA	-2.932	NA	NA	NA	FALSE	FALSE
AC016909.2	Teff	0.337	NA	NA	NA	NA	NA	FALSE	FALSE
AC016910.1	Teff	2.412	NA	NA	NA	NA	NA	FALSE	FALSE
AC017002.1	Teff	0.684	0.98	-2.777	NA	NA	FALSE	FALSE	FALSE
AC017002.2	Teff	3.337	0.506	NA	NA	NA	FALSE	FALSE	FALSE
AC017006.2	Teff	-0.308	NA	NA	NA	NA	NA	FALSE	FALSE
AC017048.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC017048.2	Teff	-1.035	NA	NA	NA	NA	NA	FALSE	FALSE
AC017053.1	Teff	1.486	NA	NA	NA	NA	NA	FALSE	FALSE
AC017074.1	Teff	0.341	NA	-2.641	NA	NA	NA	FALSE	FALSE
AC017074.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC017083.2	Teff	0.34	NA	-1.701	NA	NA	NA	FALSE	FALSE
AC018359.1	Teff	0.063	NA	NA	NA	NA	NA	FALSE	FALSE
AC018512.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC018685.1	Teff	-0.363	NA	NA	NA	NA	NA	FALSE	FALSE
AC018685.2	Teff	1.687	NA	NA	NA	NA	NA	FALSE	FALSE
AC018742.1	Teff	0.408	NA	-2.399	NA	NA	NA	FALSE	FALSE
AC018816.1	Teff	-0.414	NA	-1.454	NA	NA	NA	FALSE	FALSE
AC018832.1	Teff	1.567	NA	NA	NA	NA	NA	FALSE	FALSE
AC018866.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC019055.1	Teff	-0.363	NA	NA	NA	NA	NA	FALSE	FALSE
AC019064.1	Teff	0.989	NA	NA	NA	NA	NA	FALSE	FALSE
AC019186.1	Teff	9.189	0.05	-1.616	NA	NA	FALSE	FALSE	FALSE
AC019330.1	Teff	0.384	NA	-2.626	NA	NA	NA	FALSE	FALSE
AC020595.1	Teff	0.354	NA	NA	NA	NA	NA	FALSE	FALSE
AC020743.2	Teff	0.367	NA	NA	NA	NA	NA	FALSE	FALSE
AC020743.3	Teff	0.021	NA	NA	NA	NA	NA	FALSE	FALSE
AC021224.1	Teff	1.142	NA	NA	NA	NA	NA	FALSE	FALSE
AC022182.1	Teff	2.304	0.821	-2.641	NA	NA	FALSE	FALSE	FALSE
AC022182.2	Teff	0.386	0.996	-1.917	NA	NA	FALSE	FALSE	FALSE
AC022486.1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
AC023128.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC023347.1	Teff	0.352	NA	NA	NA	NA	NA	FALSE	FALSE
AC023469.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC023469.2	Teff	-0.513	NA	NA	NA	NA	NA	FALSE	FALSE
AC023481.1	Teff	-0.167	NA	NA	NA	NA	NA	FALSE	FALSE
AC023590.1	Teff	3.493	NA	-1.039	NA	NA	NA	FALSE	FALSE
AC023669.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC024028.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC024060.1	Teff	1.245	NA	0.877	NA	NA	NA	FALSE	FALSE
AC024084.1	Teff	-0.028	NA	NA	NA	NA	NA	FALSE	FALSE
AC024132.1	Teff	0.366	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC024560.3	Teff	-0.373	0.996	-2.641	NA	NA	FALSE	FALSE	FALSE
AC024619.2	Teff	0.991	NA	NA	NA	NA	NA	FALSE	FALSE
AC026167.1	Teff	0.625	NA	NA	NA	NA	NA	FALSE	FALSE
AC026202.3	Teff	3.781	NA	-0.236	NA	NA	NA	FALSE	FALSE
AC026904.1	Teff	2.451	0.894	NA	NA	NA	FALSE	FALSE	FALSE
AC027601.1	Teff	-0.27	NA	-1.748	NA	NA	NA	FALSE	FALSE
AC027682.1	Teff	NA	NA	-1.171	NA	NA	NA	FALSE	FALSE
AC034228.2	Teff	0.976	NA	NA	NA	NA	NA	FALSE	FALSE
AC034228.3	Teff	1.62	NA	NA	NA	NA	NA	FALSE	FALSE
AC034243.1	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC037459.4	Teff	NA	NA	-2.61	NA	NA	NA	FALSE	FALSE
AC053503.2	Teff	0.335	NA	-1.718	NA	NA	NA	FALSE	FALSE
AC053503.4	Teff	-0.519	NA	NA	NA	NA	NA	FALSE	FALSE
AC055764.1	Teff	4.071	0.262	NA	NA	NA	FALSE	FALSE	FALSE
AC060834.2	Teff	0.448	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC062017.1	Teff	5.981	0.114	0.3	NA	NA	FALSE	FALSE	FALSE
AC062020.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC062021.1	Teff	1.045	NA	NA	NA	NA	NA	FALSE	FALSE
AC062028.1	Teff	1.136	0.993	NA	NA	NA	FALSE	FALSE	FALSE
AC062029.1	Teff	0.725	0.996	0.261	NA	NA	FALSE	FALSE	FALSE
AC062031.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC062032.1	Teff	0.974	NA	NA	NA	NA	NA	FALSE	FALSE
AC063976.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC064834.1	Teff	2.851	NA	NA	NA	NA	NA	FALSE	FALSE
AC064836.3	Teff	2.722	NA	-0.776	NA	NA	NA	FALSE	FALSE
AC064874.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC067945.2	Teff	-1.294	NA	NA	NA	NA	NA	FALSE	FALSE
AC067956.1	Teff	1.002	NA	NA	NA	NA	NA	FALSE	FALSE
AC067960.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC067969.1	Teff	0.338	NA	-3.071	NA	NA	NA	FALSE	FALSE
AC067969.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC068057.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC068196.1	Teff	1.542	NA	-2.588	NA	NA	NA	FALSE	FALSE
AC068286.1	Teff	-0.357	NA	NA	NA	NA	NA	FALSE	FALSE
AC068483.1	Teff	-1.681	NA	NA	NA	NA	NA	FALSE	FALSE
AC068489.1	Teff	0.979	NA	NA	NA	NA	NA	FALSE	FALSE
AC068490.1	Teff	-0.412	NA	NA	NA	NA	NA	FALSE	FALSE
AC068491.2	Teff	0.333	NA	NA	NA	NA	NA	FALSE	FALSE
AC068491.3	Teff	-1.849	NA	0.115	NA	NA	NA	FALSE	FALSE
AC068492.1	Teff	-0.201	NA	-1.358	NA	NA	NA	FALSE	FALSE
AC068724.1	Teff	0.313	NA	-2.641	NA	NA	NA	FALSE	FALSE
AC068831.6	Teff	1.423	NA	-2.355	NA	NA	NA	FALSE	FALSE
AC068858.1	Teff	-0.205	NA	NA	NA	NA	NA	FALSE	FALSE
AC069155.1	Teff	0.376	NA	NA	NA	NA	NA	FALSE	FALSE
AC069542.1	Teff	NA	NA	-2.189	NA	NA	NA	FALSE	FALSE
AC072062.1	Teff	6.421	0.035	NA	NA	NA	TRUE	FALSE	FALSE
AC073071.1	Teff	-2.237	NA	NA	NA	NA	NA	FALSE	FALSE
AC073072.1	Teff	0.991	NA	-2.626	NA	NA	NA	FALSE	FALSE
AC073130.2	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC073133.1	Teff	-0.123	NA	NA	NA	NA	NA	FALSE	FALSE
AC073133.2	Teff	-0.363	NA	NA	NA	NA	NA	FALSE	FALSE
AC073218.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC073254.1	Teff	2.837	0.692	-2.641	NA	NA	FALSE	FALSE	FALSE
AC073257.1	Teff	0.347	NA	NA	NA	NA	NA	FALSE	FALSE
AC073257.2	Teff	-0.66	NA	NA	NA	NA	NA	FALSE	FALSE
AC073316.1	Teff	-2.522	0.727	NA	NA	NA	FALSE	FALSE	FALSE
AC073316.2	Teff	0.336	NA	NA	NA	NA	NA	FALSE	FALSE
AC073325.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC073333.1	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC073409.1	Teff	0.984	NA	NA	NA	NA	NA	FALSE	FALSE
AC073636.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC073657.1	Teff	-1.199	NA	NA	NA	NA	NA	FALSE	FALSE
AC073987.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC074033.1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
AC074286.1	Teff	-0.439	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC078851.1	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC078883.3	Teff	2.945	0.55	0.185	NA	NA	FALSE	FALSE	FALSE
AC078942.1	Teff	-1.025	NA	NA	NA	NA	NA	FALSE	FALSE
AC079117.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC079154.1	Teff	0.342	NA	NA	NA	NA	NA	FALSE	FALSE
AC079163.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC079354.3	Teff	-1.184	0.994	NA	NA	NA	FALSE	FALSE	FALSE
AC079466.1	Teff	2.102	0.928	NA	NA	NA	FALSE	FALSE	FALSE
AC079584.2	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC079610.1	Teff	0.339	NA	-2.889	NA	NA	NA	FALSE	FALSE
AC079610.2	Teff	0.473	NA	-0.885	NA	NA	NA	FALSE	FALSE
AC079612.1	Teff	-0.241	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC079612.2	Teff	0.355	NA	NA	NA	NA	NA	FALSE	FALSE
AC079779.4	Teff	2.439	NA	NA	NA	NA	NA	FALSE	FALSE
AC079807.1	Teff	-0.363	NA	-0.968	NA	NA	NA	FALSE	FALSE
AC079896.1	Teff	-0.365	NA	NA	NA	NA	NA	FALSE	FALSE
AC079907.1	Teff	2.851	NA	-0.854	NA	NA	NA	FALSE	FALSE
AC079922.2	Teff	-1.025	NA	-0.08	NA	NA	NA	FALSE	FALSE
AC083843.1	Teff	-0.315	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC083843.2	Teff	1.422	NA	-1.071	NA	NA	NA	FALSE	FALSE
AC083949.1	Teff	6.509	NA	-2.624	NA	NA	NA	FALSE	FALSE
AC084149.1	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC084149.2	Teff	-1.29	NA	NA	NA	NA	NA	FALSE	FALSE
AC084809.2	Teff	1.543	NA	-2.626	NA	NA	NA	FALSE	FALSE
AC087392.1	Teff	0.337	NA	NA	NA	NA	NA	FALSE	FALSE
AC087430.1	Teff	1.044	NA	NA	NA	NA	NA	FALSE	FALSE
AC087501.1	Teff	-3.171	NA	NA	NA	NA	NA	FALSE	FALSE
AC087762.1	Teff	1.059	NA	NA	NA	NA	NA	FALSE	FALSE
AC091132.1	Teff	1.559	NA	-1.934	NA	NA	NA	FALSE	FALSE
AC091133.1	Teff	NA	NA	-2.641	NA	NA	NA	FALSE	FALSE
AC091153.4	Teff	1.071	NA	NA	NA	NA	NA	FALSE	FALSE
AC091493.1	Teff	0.366	NA	NA	NA	NA	NA	FALSE	FALSE
AC091705.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC092155.1	Teff	-1.635	NA	NA	NA	NA	NA	FALSE	FALSE
AC092159.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC092159.2	Teff	1.166	0.993	-2.124	NA	NA	FALSE	FALSE	FALSE
AC092159.3	Teff	1.019	NA	NA	NA	NA	NA	FALSE	FALSE
AC092162.2	Teff	0.422	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC092171.2	Teff	0.337	NA	-1.208	NA	NA	NA	FALSE	FALSE
AC092171.4	Teff	3.531	0.573	NA	NA	NA	FALSE	FALSE	FALSE
AC092192.1	Teff	0.335	NA	NA	NA	NA	NA	FALSE	FALSE
AC092198.1	Teff	1.024	NA	NA	NA	NA	NA	FALSE	FALSE
AC092316.1	Teff	1.533	NA	NA	NA	NA	NA	FALSE	FALSE
AC092384.1	Teff	0.313	NA	-2.61	NA	NA	NA	FALSE	FALSE
AC092484.1	Teff	1.258	NA	NA	NA	NA	NA	FALSE	FALSE
AC092535.3	Teff	1.062	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC092580.2	Teff	1.563	NA	0.016	NA	NA	NA	FALSE	FALSE
AC092620.3	Teff	0.89	NA	-3.127	NA	NA	NA	FALSE	FALSE
AC092625.1	Teff	-0.281	NA	NA	NA	NA	NA	FALSE	FALSE
AC092652.1	Teff	4.031	NA	NA	NA	NA	NA	FALSE	FALSE
AC092660.1	Teff	0.653	NA	NA	NA	NA	NA	FALSE	FALSE
AC092687.3	Teff	1.031	NA	-0.998	NA	NA	NA	FALSE	FALSE
AC092718.1	Teff	NA	NA	-1.29	NA	NA	NA	FALSE	FALSE
AC093074.1	Teff	-0.307	NA	NA	NA	NA	NA	FALSE	FALSE
AC093159.1	Teff	0.969	NA	-2.217	NA	NA	NA	FALSE	FALSE
AC093326.1	Teff	-0.512	NA	NA	NA	NA	NA	FALSE	FALSE
AC093326.2	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC093382.1	Teff	-0.383	NA	-2.585	NA	NA	NA	FALSE	FALSE
AC093390.1	Teff	-0.263	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC093484.4	Teff	0.336	NA	NA	NA	NA	NA	FALSE	FALSE
AC093627.7	Teff	-0.247	NA	NA	NA	NA	NA	FALSE	FALSE
AC093639.1	Teff	0.986	NA	NA	NA	NA	NA	FALSE	FALSE
AC093642.1	Teff	-0.581	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC093690.1	Teff	1.094	0.986	-3.045	NA	NA	FALSE	FALSE	FALSE
AC093702.1	Teff	0.343	NA	NA	NA	NA	NA	FALSE	FALSE
AC093732.1	Teff	1.725	NA	NA	NA	NA	NA	FALSE	FALSE
AC093802.1	Teff	2.222	0.934	-3.458	NA	NA	FALSE	FALSE	FALSE
AC093843.1	Teff	0.338	NA	NA	NA	NA	NA	FALSE	FALSE
AC093901.1	Teff	-0.301	NA	-1.817	NA	NA	NA	FALSE	FALSE
AC093911.1	Teff	0.978	NA	NA	NA	NA	NA	FALSE	FALSE
AC096554.1	Teff	-0.363	NA	NA	NA	NA	NA	FALSE	FALSE
AC096558.1	Teff	3.58	NA	-2.553	NA	NA	NA	FALSE	FALSE
AC096570.1	Teff	-1.015	NA	NA	NA	NA	NA	FALSE	FALSE
AC096649.1	Teff	NA	NA	-2.83	NA	NA	NA	FALSE	FALSE
AC096669.1	Teff	0.346	NA	NA	NA	NA	NA	FALSE	FALSE
AC097359.2	Teff	1.489	NA	-0.786	NA	NA	NA	FALSE	FALSE
AC097381.1	Teff	1.494	NA	NA	NA	NA	NA	FALSE	FALSE
AC097532.2	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC098617.1	Teff	0.892	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC098820.2	Teff	1.581	NA	NA	NA	NA	NA	FALSE	FALSE
AC098820.3	Teff	1.894	NA	-2.56	NA	NA	NA	FALSE	FALSE
AC098828.2	Teff	0.34	NA	-2.641	NA	NA	NA	FALSE	FALSE
AC098828.3	Teff	0.357	NA	NA	NA	NA	NA	FALSE	FALSE
AC099342.1	Teff	0.995	NA	NA	NA	NA	NA	FALSE	FALSE
AC099344.2	Teff	0.42	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC099552.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC099552.3	Teff	0.338	NA	NA	NA	NA	NA	FALSE	FALSE
AC099684.1	Teff	-0.425	NA	NA	NA	NA	NA	FALSE	FALSE
AC099754.1	Teff	-1.23	NA	NA	NA	NA	NA	FALSE	FALSE
AC099850.1	Teff	1.472	0.974	-1.445	NA	NA	FALSE	FALSE	FALSE
AC100830.3	Teff	0.772	NA	-0.721	NA	NA	NA	FALSE	FALSE
AC100848.1	Teff	0.254	NA	NA	NA	NA	NA	FALSE	FALSE
AC103563.2	Teff	0.989	NA	NA	NA	NA	NA	FALSE	FALSE
AC103563.7	Teff	0.34	NA	-1.795	NA	NA	NA	FALSE	FALSE
AC104024.1	Teff	-0.288	NA	NA	NA	NA	NA	FALSE	FALSE
AC104024.2	Teff	1.673	NA	NA	NA	NA	NA	FALSE	FALSE
AC104088.1	Teff	-0.362	NA	NA	NA	NA	NA	FALSE	FALSE
AC104389.1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
AC104532.2	Teff	NA	NA	-0.145	NA	NA	NA	FALSE	FALSE
AC104653.1	Teff	3.128	NA	-0.117	NA	NA	NA	FALSE	FALSE
AC104699.1	Teff	2.913	NA	NA	NA	NA	NA	FALSE	FALSE
AC104777.1	Teff	-1.681	NA	NA	NA	NA	NA	FALSE	FALSE
AC104777.2	Teff	-0.177	NA	NA	NA	NA	NA	FALSE	FALSE
AC104777.3	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC104781.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC104794.4	Teff	-0.206	NA	NA	NA	NA	NA	FALSE	FALSE
AC104984.4	Teff	1.614	NA	NA	NA	NA	NA	FALSE	FALSE
AC105052.1	Teff	-0.318	NA	NA	NA	NA	NA	FALSE	FALSE
AC105393.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC105393.2	Teff	0.634	NA	NA	NA	NA	NA	FALSE	FALSE
AC105402.3	Teff	2.39	NA	-3.104	NA	NA	NA	FALSE	FALSE
AC105760.2	Teff	2.438	NA	-0.674	NA	NA	NA	FALSE	FALSE
AC106053.1	Teff	2.261	NA	-2.641	NA	NA	NA	FALSE	FALSE
AC106706.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC106786.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC106801.1	Teff	1.664	NA	-1.705	NA	NA	NA	FALSE	FALSE
AC106870.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC106870.2	Teff	-0.132	NA	NA	NA	NA	NA	FALSE	FALSE
AC106874.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC107057.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC107072.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC107079.1	Teff	0.99	NA	NA	NA	NA	NA	FALSE	FALSE
AC108051.1	Teff	1.401	NA	NA	NA	NA	NA	FALSE	FALSE
AC108066.1	Teff	1.55	NA	NA	NA	NA	NA	FALSE	FALSE
AC108462.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC108463.2	Teff	-0.233	NA	NA	NA	NA	NA	FALSE	FALSE
AC109826.1	Teff	2.327	0.585	-0.748	NA	NA	FALSE	FALSE	FALSE
AC110615.1	Teff	1.121	NA	NA	NA	NA	NA	FALSE	FALSE
AC112220.2	Teff	0.341	NA	-0.985	NA	NA	NA	FALSE	FALSE
AC112721.1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
AC112721.2	Teff	1.834	NA	NA	NA	NA	NA	FALSE	FALSE
AC113167.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC113404.1	Teff	1.417	0.689	NA	NA	NA	FALSE	FALSE	FALSE
AC114730.2	Teff	-0.433	NA	-0.105	NA	NA	NA	FALSE	FALSE
AC114730.3	Teff	2.264	NA	NA	NA	NA	NA	FALSE	FALSE
AC114752.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC114763.1	Teff	2.726	NA	-3.057	NA	NA	NA	FALSE	FALSE
AC114776.1	Teff	-1.752	NA	NA	NA	NA	NA	FALSE	FALSE
AC114808.2	Teff	1.701	NA	NA	NA	NA	NA	FALSE	FALSE
AC114814.3	Teff	1.569	NA	NA	NA	NA	NA	FALSE	FALSE
AC116035.1	Teff	-0.364	NA	NA	NA	NA	NA	FALSE	FALSE
AC116609.1	Teff	0.386	NA	NA	NA	NA	NA	FALSE	FALSE
AC116609.2	Teff	1.292	NA	NA	NA	NA	NA	FALSE	FALSE
AC116609.3	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC116614.1	Teff	0.319	NA	NA	NA	NA	NA	FALSE	FALSE
AC117490.2	Teff	0.14	NA	NA	NA	NA	NA	FALSE	FALSE
AC118345.1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC119403.1	Teff	0.708	NA	-3.046	NA	NA	NA	FALSE	FALSE
AC123023.1	Teff	0.345	NA	NA	NA	NA	NA	FALSE	FALSE
AC124312.1	Teff	1.488	NA	0.003	NA	NA	NA	FALSE	FALSE
AC124861.1	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
AC125421.1	Teff	0.536	0.996	NA	NA	NA	FALSE	FALSE	FALSE
AC126365.1	Teff	1.396	0.986	NA	NA	NA	FALSE	FALSE	FALSE
AC126407.1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
AC127070.1	Teff	NA	NA	-1.108	NA	NA	NA	FALSE	FALSE
AC128709.2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
AC128709.3	Teff	0.942	NA	NA	NA	NA	NA	FALSE	FALSE
AC129492.1	Teff	NA	NA	-2.626	NA	NA	NA	FALSE	FALSE
